CdId,SMILES,Mol Weight,Formula,Source Identifier,Source,Overlap count,Overlap hits
"16,421",CC(C)(C)[C@H](NC(=O)C(F)(F)F)C(=O)N1C[C@H]2[C@@H]([C@H]1C(=O)N[C@@H](C[C@@H]1CCNC1=O)C#N)C2(C)C,499.54,C23H32F3N5O4,CHEMBL4802135,ChEMBL,45,"MAT-POS-7ed7af85-1,CHEMBL4802135,CHEMBL4802135,CHEMBL4802135,CHEMBL4802135,CHEMBL4802135,CHEMBL4802135,CHEMBL4802135,CHEMBL4802135,CHEMBL4802135,CHEMBL4802135,CHEMBL4802135,CHEMBL4802135,CHEMBL4802135,CHEMBL4802135,CHEMBL4802135,CHEMBL4802135,CHEMBL4802135,CHEMBL4802135,CHEMBL4802135,CHEMBL4802135,CHEMBL4802135,CHEMBL4802135,CHEMBL4802135,CHEMBL4802135,CHEMBL4802135,CHEMBL4802135,CHEMBL4802135,CHEMBL4802135,CHEMBL4802135,CHEMBL4802135,CHEMBL4802135,CHEMBL4802135,CHEMBL4802135,CHEMBL4802135,CHEMBL4802135,CHEMBL4802135,CHEMBL4802135,CHEMBL4802135,CHEMBL4802135,CHEMBL4802135,CHEMBL4802135,CHEMBL4802135,CHEMBL4802135,Nirmatrelvir (PF-07321332)"
"16,422",ClCC(=O)N1CCN([C@@H](C1)C(=O)NCc1cccs1)c1ccc(Cl)c(Cl)c1,446.77,C18H18Cl3N3O2S,CHEMBL5206532,ChEMBL,2,"CHEMBL5206532,GD-9"
"16,423",O=c1n([se]c2ccccc12)-c1ccccc1,274.19,C13H9NOSe,CHEMBL51085,ChEMBL,13,"CHEMBL51085,CHEMBL51085,CHEMBL51085,CHEMBL51085,CHEMBL51085,CHEMBL51085,CHEMBL51085,CHEMBL51085,CHEMBL51085,CHEMBL51085,Ebselen,Ebselen,Ebselen"
"16,424",Cc1cccc(\\C=N\\Nc2cc(nc(OCCc3ccccn3)n2)N2CCOCC2)c1,418.5,C23H26N6O2,CHEMBL4297643,ChEMBL,8,"NCGC00263093-01,CHEMBL4297643,CHEMBL4297643,CHEMBL4297643,CHEMBL4297643,Apilimod,Apilimod,Apilimod"
"16,425",Cc1cccc(\\C=N\\Nc2cc(nc(OCCc3ccccn3)n2)N2CCOCC2)c1,418.5,C23H26N6O2,CHEMBL4297643,ChEMBL,8,"NCGC00263093-01,CHEMBL4297643,CHEMBL4297643,CHEMBL4297643,CHEMBL4297643,Apilimod,Apilimod,Apilimod"
"16,426",CNCc1ccc(cc1)-c1cc(on1)-c1nc(cnc1N)-c1ccc(cc1)S(=O)(=O)C(C)C,463.56,C24H25N5O3S,CHEMBL3989870,ChEMBL,6,"CHEMBL3989870,CHEMBL3989870,CHEMBL3989870,CHEMBL3989870,CHEMBL3989870,Berzosertib"
"16,427",Nc1ncnn2c(ccc12)[C@@]1(O[C@H](CO)[C@@H](O)[C@H]1O)C#N,291.27,C12H13N5O4,CHEMBL2016757,ChEMBL,31,"NCGC00686670-01,CHEMBL2016757,CHEMBL2016757,CHEMBL2016757,CHEMBL2016757,CHEMBL2016757,CHEMBL2016757,CHEMBL2016757,CHEMBL2016757,CHEMBL2016757,CHEMBL2016757,CHEMBL2016757,CHEMBL2016757,CHEMBL2016757,CHEMBL2016757,CHEMBL2016757,CHEMBL2016757,CHEMBL2016757,CHEMBL2016757,CHEMBL2016757,CHEMBL2016757,CHEMBL2016757,CHEMBL2016757,CHEMBL2016757,CHEMBL2016757,CHEMBL2016757,CHEMBL2016757,CHEMBL2016757,CHEMBL2016757,CHEMBL2016757,GS-441524"
"16,428",CC(C)(C)OC(=O)Nc1cccn([C@@H](CC2CC2)C(=O)N[C@@H](C[C@@H]2CCNC2=O)C(=O)C(=O)NCc2ccccc2)c1=O,593.68,C31H39N5O7,CHEMBL5075209,ChEMBL,11,"CHEMBL5075209,CHEMBL5075209,CHEMBL5075209,CHEMBL5075209,CHEMBL5075209,CHEMBL5075209,CHEMBL5075209,CHEMBL5075209,13b,13b-K,?-ketoamide"
"16,429",COc1ccc2C[C@H]3N(C)CCc4cc(OC)c(Oc5c6OCOc6cc6CCN(C)[C@@H](Cc7ccc(Oc1c2)cc7)c56)cc34,606.72,C37H38N2O6,CHEMBL449782,ChEMBL,11,"NCGC00161621-03,NCGC00161621-13,CHEMBL449782,CHEMBL449782,CHEMBL449782,CHEMBL449782,CHEMBL449782,CHEMBL449782,CHEMBL449782,Cepharanthine,CHEMBL449782"
"16,430",Cn1cnc(Cn2c(=O)[nH]\\c(=N/c3cc4cn(C)nc4cc3Cl)n(Cc3cc(F)c(F)cc3F)c2=O)n1,531.88,C22H17ClF3N9O2,CHEMBL5183847,ChEMBL,11,"CHEMBL5183847,CHEMBL5183847,CHEMBL5183847,CHEMBL5183847,CHEMBL5183847,CHEMBL5183847,CHEMBL5183847,CHEMBL5183847,CHEMBL5183847,CHEMBL5183847,Ensitrelvir (S-217622)"
"16,431",CCCC[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@@H](C[C@@H]1CCNC1=O)\\C=C\\C(C)=O,443.54,C24H33N3O5,CHEMBL5401213,ChEMBL,0,
"16,432",CC(=O)\\C=C\\[C@H](C[C@@H]1CCNC1=O)NC(=O)[C@H](CC1CC1)NC(=O)OCc1ccccc1,441.53,C24H31N3O5,CHEMBL5423619,ChEMBL,1,SPR39
"16,433",Fc1cccc(CCC(=O)N2C[C@@H]3CCC[C@@H]3[C@H]2C(=O)N[C@@H](C[C@@H]2CCNC2=O)C=O)c1,443.52,C24H30FN3O4,CHEMBL5275426,ChEMBL,0,
"16,434",CC1(C)[C@H]2CN([C@@H]([C@@H]12)C(=O)N[C@@H](C[C@@H]1CCNC1=O)C=O)C(=O)COc1ccc(F)c(F)c1,463.48,C23H27F2N3O5,CHEMBL5269547,ChEMBL,0,
"16,435",CC1(C)[C@H]2CN([C@@H]([C@@H]12)C(=O)N[C@@H](C[C@@H]1CCNC1=O)C=O)C(=O)CCc1cccc(F)c1,443.52,C24H30FN3O4,CHEMBL5275295,ChEMBL,0,
"16,436",N1C(c2cccn2-c2ccccc12)c1cccnc1,247.3,C16H13N3,CHEMBL4636092,ChEMBL,0,
"16,437",Oc1cc2nc(-c3ccccc3)n(-c3ccccc3)c(=O)c2c(O)c1O,346.34,C20H14N2O4,CHEMBL5426124,ChEMBL,0,
"16,438",COc1ccc(\\C=C2/Oc3cc(O)ccc3C2=O)cc1O,284.27,C16H12O5,CHEMBL4096837,ChEMBL,0,
"16,439",COc1ccc(\\C=C2/Oc3c(ccc(O)c3O)C2=O)cc1,284.27,C16H12O5,CHEMBL5434922,ChEMBL,0,
"16,440",COc1ccc(\\C=C2/Oc3cc(OCc4ccc(F)cc4)ccc3C2=O)cc1,376.38,C23H17FO4,CHEMBL5426186,ChEMBL,0,
"16,441",Oc1cc(O)c2c(c1)oc(-c1cc(O)c(O)c(O)c1)c(O)c2=O,318.24,C15H10O8,CHEMBL164,ChEMBL,5,"NCGC00015697-11,NCGC00015697-11,CHEMBL164,CHEMBL164,Myricetin"
"16,442",CC(C)[C@H](NC(=O)N(C)Cc1csc(n1)C(C)C)C(=O)N[C@H](C[C@H](O)[C@H](Cc1ccccc1)NC(=O)OCc1cncs1)Cc1ccccc1,720.95,C37H48N6O5S2,CHEMBL163,ChEMBL,4,"NCGC00159462-04,NCGC00183130-01,Ritonavir,Ritonavir (isomeric)"
"16,443",CO[C@@H]1C[C@H](N(C1)C(=O)[C@@H](NC(=O)OC(C)(C)C)C(C)C)C(=O)N[C@@H](C[C@@H]1CCNC1=O)C=O,482.58,C23H38N4O7,CHEMBL5427783,ChEMBL,1,CHEMBL5427783
"16,444",CC(=O)NCC(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](Cc1c[nH]cn1)C=O,385.42,C19H23N5O4,CHEMBL5286815,ChEMBL,1,CHEMBL5286815
"16,445",CCCC1CCC(CC1)OC(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C[C@H]1CCNC1=O)C=O,437.58,C23H39N3O5,CHEMBL5194912,ChEMBL,1,CHEMBL5194912
"16,446",[Na+].CCCCC1CCC(CC1)OC(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C[C@H]1CCNC1=O)C(O)S([O-])(=O)=O,555.66,C24H42N3NaO8S,CHEMBL5188945,ChEMBL,0,
"16,447",[Na+].CC(C)C[C@H](NC(=O)OC1CCC(F)(F)CC1)C(=O)N[C@@H](C[C@H]1CCNC1=O)C(O)S([O-])(=O)=O,535.54,C20H32F2N3NaO8S,CHEMBL5184284,ChEMBL,0,
"16,448",Cc1cc(Cl)ccc1OCC(=O)N1C[C@@H]2CCC[C@@H]2[C@H]1C(=O)N[C@@H](C[C@@H]1CCNC1=O)C=O,475.97,C24H30ClN3O5,CHEMBL5288153,ChEMBL,0,
"16,449",CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(c3)C(F)(F)F)cc2)ccn1,464.83,C21H16ClF3N4O3,CHEMBL1336,ChEMBL,3,"NCGC00167488-03,NCGC00167488-03,Sorafenib"
"16,450",CC(C)C[C@H](NC(=O)OC1CC2(C1)CCN(CC2)C(=O)OC(C)(C)C)C(=O)N[C@@H](C[C@H]1CCNC1=O)C=O,536.67,C27H44N4O7,CHEMBL5180417,ChEMBL,0,
"16,451",CCC(CC)COC(=O)[C@H](C)NP(=O)(OC[C@H]1O[C@](C#N)([C@H](O)[C@@H]1O)c1ccc2c(N)ncnn12)Oc1ccccc1,602.59,C27H35N6O8P,CHEMBL4068210,ChEMBL,15,"MAT-POS-932d1078-6,CHEMBL4068210,CHEMBL4068210,CHEMBL4068210,CHEMBL4068210,CHEMBL4068210,CHEMBL4068210,CHEMBL4068210,CHEMBL4068210,CHEMBL4068210,CHEMBL4068210,CHEMBL4068210,CHEMBL4068210,CHEMBL4068210,CHEMBL4068210"
"16,452",[Na+].CC(C)C[C@H](NC(=O)OC1CCCCC1)C(=O)N[C@@H](C[C@H]1CCNC1=O)C(O)S([O-])(=O)=O,499.55,C20H34N3NaO8S,CHEMBL5190394,ChEMBL,0,
"16,453",CC(C)(C)OC(=O)Nc1cccn(C(=O)N[C@@H](CC2CC2)C(=O)N[C@@H](C[C@@H]2CCNC2=O)C(=O)C(=O)NCc2ccccc2)c1=O,636.71,C32H40N6O8,CHEMBL5196018,ChEMBL,0,
"16,454",CCC(CC)COC(=O)[C@H](C)N[P@](=O)(OC[C@H]1O[C@](C#N)([C@H](O)[C@@H]1O)c1ccc2c(N)ncnn12)Oc1ccccc1,602.59,C27H35N6O8P,CHEMBL4065616,ChEMBL,82,"NCGC00686694-01,CHEMBL4065616,CHEMBL4065616,CHEMBL4065616,CHEMBL4065616,CHEMBL4065616,CHEMBL4065616,CHEMBL4065616,CHEMBL4065616,CHEMBL4065616,CHEMBL4065616,CHEMBL4065616,CHEMBL4065616,CHEMBL4065616,CHEMBL4065616,CHEMBL4065616,CHEMBL4065616,CHEMBL4065616,CHEMBL4065616,CHEMBL4065616,CHEMBL4065616,CHEMBL4065616,CHEMBL4065616,CHEMBL4065616,CHEMBL4065616,CHEMBL4065616,CHEMBL4065616,CHEMBL4065616,CHEMBL4065616,CHEMBL4065616,CHEMBL4065616,CHEMBL4065616,CHEMBL4065616,CHEMBL4065616,CHEMBL4065616,CHEMBL4065616,CHEMBL4065616,CHEMBL4065616,CHEMBL4065616,CHEMBL4065616,CHEMBL4065616,CHEMBL4065616,CHEMBL4065616,CHEMBL4065616,CHEMBL4065616,CHEMBL4065616,CHEMBL4065616,CHEMBL4065616,CHEMBL4065616,CHEMBL4065616,CHEMBL4065616,CHEMBL4065616,CHEMBL4065616,CHEMBL4065616,CHEMBL4065616,CHEMBL4065616,CHEMBL4065616,CHEMBL4065616,CHEMBL4065616,CHEMBL4065616,CHEMBL4065616,CHEMBL4065616,CHEMBL4065616,CHEMBL4065616,CHEMBL4065616,CHEMBL4065616,CHEMBL4065616,CHEMBL4065616,CHEMBL4065616,CHEMBL4065616,CHEMBL4065616,CHEMBL4065616,CHEMBL4065616,CHEMBL4065616,CHEMBL4065616,CHEMBL4065616,CHEMBL4065616,CHEMBL4065616,CHEMBL4065616,CHEMBL4065616,CHEMBL4065616,CHEMBL4065616"
"16,455",Cc1ccc(cc1Nc1nc(nc2n(C)ncc12)-c1cccnc1)C(=O)Nc1cccc(c1)C(F)(F)F,503.49,C26H20F3N7O,CHEMBL3752910,ChEMBL,2,"NCGC00249391-01,CHEMBL3752910"
"16,456",Cn1c2ncn(CCC(=O)Nc3ccc(cc3)S(=O)(=O)Nc3ncccn3)c2c(=O)n(C)c1=O,484.49,C20H20N8O5S,CHEMBL5282995,ChEMBL,0,
"16,457",CC(C)[C@]12C=CC(=O)[C@@H]3[C@H]4CN(Cc5ccccc5)C[C@](CN1S(=O)(=O)c1ccc(C)cc1)(O4)[C@H]23,492.63,C28H32N2O4S,CHEMBL5278153,ChEMBL,0,
"16,458",CC(C)[C@]12CC[C@H](O)[C@@H]3[C@H]4CN(C[C@](CN1S(=O)(=O)c1ccc(C)cc1)(O4)[C@H]23)C(=O)c1ccc(F)cc1N,543.65,C28H34FN3O5S,CHEMBL5266706,ChEMBL,0,
"16,459",CC(C)(C)OC(=O)NCC(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](Cc1c[nH]cn1)C=O,443.5,C22H29N5O5,CHEMBL5291013,ChEMBL,2,"CHEMBL5291013,CHEMBL5291013"
"16,460",Fc1ccccc1CCNC(=O)C(=O)[C@H](C[C@@H]1CCNC1=O)NC(=O)[C@@H]1CCCN1C(=O)OCc1ccccc1,552.6,C29H33FN4O6,CHEMBL5270745,ChEMBL,0,
"16,461",C[C@@H](NC(=O)c1cc(NC2CNC2)ccc1C)c1cccc(c1)-c1ccc(CNC2CCCC2)s1,488.69,C29H36N4OS,CHEMBL5078524,ChEMBL,0,
