CdId,SMILES,Mol Weight,Formula,Source Identifier,Source,Overlap count,Overlap hits
"16,360",CC(C)[C@]12CCC(=O)[C@@H]3[C@H]4CN(Cc5ccccc5)C[C@](CN1S(=O)(=O)c1ccc(C)cc1)(O4)[C@H]23,494.65,C28H34N2O4S,CHEMBL5276038,ChEMBL,0,
"16,361",[Na+].[2H]C([2H])(OC(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C[C@@H]1CCNC1=O)C(O)S([O-])(=O)=O)C(C)(C)Sc1ccccc1,583.69,C24H36N3NaO8S2,CHEMBL5440163,ChEMBL,0,
"16,362",CC(C)[C@]12CC[C@H](Oc3ncccn3)[C@@H]3[C@H]4CN(C)C[C@](CN1S(=O)(=O)c1ccc(C)cc1)(O4)[C@H]23,498.64,C26H34N4O4S,CHEMBL5272446,ChEMBL,0,
"16,363",COc1ccc(F)c2[nH]c(cc12)C(=O)N[C@H](C(=O)N[C@@H](C[C@@H]1CCNC1=O)C(=O)c1nc2c(F)cccc2s1)C(C)(C)C,611.66,C30H31F2N5O5S,CHEMBL5432725,ChEMBL,0,
"16,364",CC(C)(C)[C@H](NC(=O)C(F)(F)F)C(=O)N1C[C@H]2[C@@H]([C@H]1C(=S)N[C@@H](C[C@@H]1CCNC1=O)C(=O)c1nc3c(F)cccc3s1)C2(C)C,669.75,C30H35F4N5O4S2,CHEMBL5416788,ChEMBL,4,"CHEMBL5416788,CHEMBL5416788,CHEMBL5416788,CHEMBL5416788"
"16,365",CCCCC\\C=C/C\\C=C/CCCCCCCCOC(=O)[C@H](C)NP(=O)(OC[C@H]1O[C@](C#N)([C@H](O)[C@@H]1O)c1ccc2c(N)ncnn12)Oc1ccccc1,766.88,C39H55N6O8P,CHEMBL5184724,ChEMBL,5,"CHEMBL5184724,CHEMBL5184724,CHEMBL5184724,CHEMBL5184724,MMT5-14"
"16,366",COc1cccc2[nH]c(cc12)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C[C@@H]1CCNC1=O)C(=O)CO,472.54,C24H32N4O6,CHEMBL4777223,ChEMBL,10,"CHEMBL4777223,CHEMBL4777223,CHEMBL4777223,CHEMBL4777223,CHEMBL4777223,CHEMBL4777223,CHEMBL4777223,CHEMBL4777223,CHEMBL4777223,CHEMBL4777223"
"16,367",COc1cccc2[nH]c(cc12)C(=O)N[C@@H](CC(C)C)C(=O)NN(C[C@@H]1CCNC1=O)C(=O)[C@H](F)Cl,509.96,C23H29ClFN5O5,CHEMBL5198073,ChEMBL,6,"CHEMBL5198073,CHEMBL5198073,CHEMBL5198073,CHEMBL5198073,CHEMBL5198073,CHEMBL5198073"
"16,368",CC(C)c1cc(C(C)C)c(CC(=O)NS(=O)(=O)Oc2c(cccc2C(C)C)C(C)C)c(c1)C(C)C,501.73,C29H43NO4S,CHEMBL101309,ChEMBL,2,"CHEMBL101309,CHEMBL101309"
"16,369",C[C@H](NP(=O)(OC[C@@]1(F)O[C@@H](n2ccc(N)nc2=O)C(F)(F)[C@@H]1O)Oc1ccccc1)C(=O)OCc1ccccc1,598.47,C25H26F3N4O8P,CHEMBL4751829,ChEMBL,0,
"16,370",Clc1ccccc1-n1cc(COC(=O)c2cnccn2)nn1,315.72,C14H10ClN5O2,CHEMBL5399318,ChEMBL,0,
"16,371",CCCCCCCCC\\C=C\\C=C\\[C@]12O[C@@H]3[C@@H]4[C@@H]5O[C@]5(CO)[C@@H](O)[C@@]5(O)[C@@H](C=C(C)C5=O)[C@@]4(O1)[C@H](C)C[C@@]3(O2)C(C)=C,584.75,C34H48O8,CHEMBL3741150,ChEMBL,0,
"16,372",CCCCC\\C=C\\C(C)CCCCCCCCCC(=O)OC[C@]12O[C@H]1[C@H]1[C@@H](O)[C@@](O)(C[C@@H](C)[C@@]1(O)[C@@H]1C=C(C)C(=O)[C@@]1(O)[C@@H]2O)C(C)=C,674.92,C39H62O9,CHEMBL5394599,ChEMBL,0,
"16,373",Fc1cccc(C[C@H](NC(=O)c2cc3ccccc3[nH]2)C(=O)N[C@@H](C[C@@H]2CCNC2=O)C=O)c1,464.5,C25H25FN4O4,CHEMBL4764751,ChEMBL,11,"CHEMBL4764751,CHEMBL4764751,CHEMBL4764751,CHEMBL4764751,CHEMBL4764751,CHEMBL4764751,CHEMBL4764751,CHEMBL4764751,CHEMBL4764751,11b,11b(N-((S)-3-(3-fluorophenyl)-1-oxo-1-(((S)-1-oxo-3-((S)-2-oxopyrrolidin-3-yl)propan-2-yl)amino)propan-2-yl)-1H-indole-2-carboxamide)"
"16,374",CCC(CC)COC(=O)[C@H](C)N[P@](=O)(OC[C@H]1O[C@](C#N)([C@H](O)[C@@H]1O)c1ccc2c(N)ncnn12)Oc1ccccc1,602.59,C27H35N6O8P,CHEMBL4065616,ChEMBL,82,"NCGC00686694-01,CHEMBL4065616,CHEMBL4065616,CHEMBL4065616,CHEMBL4065616,CHEMBL4065616,CHEMBL4065616,CHEMBL4065616,CHEMBL4065616,CHEMBL4065616,CHEMBL4065616,CHEMBL4065616,CHEMBL4065616,CHEMBL4065616,CHEMBL4065616,CHEMBL4065616,CHEMBL4065616,CHEMBL4065616,CHEMBL4065616,CHEMBL4065616,CHEMBL4065616,CHEMBL4065616,CHEMBL4065616,CHEMBL4065616,CHEMBL4065616,CHEMBL4065616,CHEMBL4065616,CHEMBL4065616,CHEMBL4065616,CHEMBL4065616,CHEMBL4065616,CHEMBL4065616,CHEMBL4065616,CHEMBL4065616,CHEMBL4065616,CHEMBL4065616,CHEMBL4065616,CHEMBL4065616,CHEMBL4065616,CHEMBL4065616,CHEMBL4065616,CHEMBL4065616,CHEMBL4065616,CHEMBL4065616,CHEMBL4065616,CHEMBL4065616,CHEMBL4065616,CHEMBL4065616,CHEMBL4065616,CHEMBL4065616,CHEMBL4065616,CHEMBL4065616,CHEMBL4065616,CHEMBL4065616,CHEMBL4065616,CHEMBL4065616,CHEMBL4065616,CHEMBL4065616,CHEMBL4065616,CHEMBL4065616,CHEMBL4065616,CHEMBL4065616,CHEMBL4065616,CHEMBL4065616,CHEMBL4065616,CHEMBL4065616,CHEMBL4065616,CHEMBL4065616,CHEMBL4065616,CHEMBL4065616,CHEMBL4065616,CHEMBL4065616,CHEMBL4065616,CHEMBL4065616,CHEMBL4065616,CHEMBL4065616,CHEMBL4065616,CHEMBL4065616,CHEMBL4065616,CHEMBL4065616,CHEMBL4065616,CHEMBL4065616"
"16,375",[Cl-].COC(=O)c1ccccc1-c1c2ccc(N)cc2[o+]c2cc(N)ccc12,380.83,C21H17ClN2O3,CHEMBL245839,ChEMBL,1,CHEMBL245839
"16,376",CCCCCCCCCCCCCCCCOC[C@H](COP(O)(=O)OC[C@H]1O[C@](C#N)([C@H](O)[C@@H]1O)c1ccc2c(N)ncnn12)OCc1ccc(OC)c(F)c1,807.9,C39H59FN5O10P,CHEMBL5410973,ChEMBL,3,"CHEMBL5410973,CHEMBL5410973,CHEMBL5410973"
"16,377",[Na+].CC(C)C[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@@H](C[C@@H]1CCNC1=O)C(O)S([O-])(=O)=O,507.53,C21H30N3NaO8S,CHEMBL3427166,ChEMBL,20,"CHEMBL3427166,CHEMBL3427166,CHEMBL3427166,CHEMBL3427166,CHEMBL3427166,CHEMBL3427166,CHEMBL3427166,CHEMBL3427166,CHEMBL3427166,CHEMBL3427166,CHEMBL3427166,CHEMBL3427166,CHEMBL3427166,CHEMBL3427166,CHEMBL3427166,CHEMBL3427166,CHEMBL3427166,CHEMBL3427166,CHEMBL3427166,CHEMBL3427166"
"16,378",COC(=O)c1ccc2n(CC(C)C)cc(CN(CCc3ccc(cc3)-c3ccccc3)Cc3ccccc3)c2c1,530.71,C36H38N2O2,CHEMBL5080077,ChEMBL,1,CHEMBL5080077
"16,379",Oc1cc2oc(cc(=O)c2c(O)c1O)-c1ccccc1,270.24,C15H10O5,CHEMBL8260,ChEMBL,11,"NCGC00017236-08,NCGC00017236-08,CHEMBL8260,CHEMBL8260,CHEMBL8260,CHEMBL8260,CHEMBL8260,CHEMBL8260,CHEMBL8260,CHEMBL8260,CHEMBL8260"
"16,380",Fc1cccc(C[C@H](NC(=O)c2cc3ccccc3[nH]2)C(=O)N[C@@H](C[C@@H]2CCNC2=O)C=O)c1,464.5,C25H25FN4O4,CHEMBL4764751,ChEMBL,11,"CHEMBL4764751,CHEMBL4764751,CHEMBL4764751,CHEMBL4764751,CHEMBL4764751,CHEMBL4764751,CHEMBL4764751,CHEMBL4764751,CHEMBL4764751,11b,11b(N-((S)-3-(3-fluorophenyl)-1-oxo-1-(((S)-1-oxo-3-((S)-2-oxopyrrolidin-3-yl)propan-2-yl)amino)propan-2-yl)-1H-indole-2-carboxamide)"
"16,381",CCOC(=O)\\C=C\\[C@H](C[C@@H]1CCNC1=O)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](NC(=O)OCc1ccccc1)[C@@H](C)OC(C)(C)C,630.78,C33H50N4O8,CHEMBL5267356,ChEMBL,1,Compound 4
"16,382",CCC(CC)COC(=O)[C@H](C)NP(=O)(OC[C@H]1O[C@](C#N)([C@H](O)[C@@H]1O)c1ccc2c(N)ncnn12)Oc1ccccc1,602.59,C27H35N6O8P,CHEMBL4068210,ChEMBL,15,"MAT-POS-932d1078-6,CHEMBL4068210,CHEMBL4068210,CHEMBL4068210,CHEMBL4068210,CHEMBL4068210,CHEMBL4068210,CHEMBL4068210,CHEMBL4068210,CHEMBL4068210,CHEMBL4068210,CHEMBL4068210,CHEMBL4068210,CHEMBL4068210,CHEMBL4068210"
"16,383",CCN(CC)CCOc1ccc2-c3ccc(OCCN(CC)CC)cc3C(=O)c2c1,410.56,C25H34N2O3,CHEMBL47298,ChEMBL,5,"NCGC00095196-06,CHEMBL47298,CHEMBL47298,CHEMBL47298,CHEMBL47298"
"16,384",O=c1cc(oc2c(cccc12)-c1cccc2c3ccccc3sc12)N1CCOCC1,413.49,C25H19NO3S,CHEMBL188678,ChEMBL,3,"NCGC00250377-09,NCGC00250377-01,CHEMBL188678"
"16,385",O=C(Cn1nnc2ccccc12)N(Cc1ccsc1)c1ccc(NC(=O)C2CC2)cc1,431.51,C23H21N5O2S,CHEMBL2442081,ChEMBL,3,"ALP-POS-c59291d4-3,CHEMBL2442081,ML300"
"16,386",Clc1cccc(CN(C(=O)Cn2nnc3ccccc23)c2ccc(cc2)-c2cn[nH]c2)c1,442.91,C24H19ClN6O,CHEMBL5075864,ChEMBL,1,CHEMBL5075864
"16,387",CN(C)CCOc1ccc(cc1)C(=C(\\CCCl)c1ccccc1)\\c1ccccc1,405.97,C26H28ClNO,CHEMBL1655,ChEMBL,3,"NCGC00160530-13,NCGC00160530-03,CHEMBL1655"
"16,388",Cl.CN(C)CCCN1c2ccccc2Sc2ccc(Cl)cc12,355.32,C17H20Cl2N2S,CHEMBL1713,ChEMBL,4,"CHEMBL1713,CHEMBL1713,CHEMBL1713,CHEMBL1713"
"16,389",OC(=O)CC(O)(CC(O)=O)C(O)=O.CC\\C(=C(/c1ccccc1)c1ccc(OCCN(C)C)cc1)c1ccccc1,563.65,C32H37NO8,CHEMBL786,ChEMBL,4,"NCGC00024928-23,NCGC00024928-23,CHEMBL786,CHEMBL786"
"16,390",C=c1[nH]c(=O)\\c(=C\\c2ccccc2)[nH]c1=O,214.22,C12H10N2O2,CHEMBL5086275,ChEMBL,0,
"16,391",CO[C@H]1C[C@H](O[C@H]2[C@H](C)O[C@H](C[C@@H]2OC)O[C@H]2[C@@H](C)\\C=C\\C=C3/CO[C@@H]4[C@H](O)C(C)=C[C@@H](C(=O)O[C@H]5C[C@@H](C\\C=C2/C)O[C@@]2(CC[C@H](C)[C@H](O2)C(C)C)C5)[C@]34O)O[C@@H](C)[C@@H]1O.CC[C@H](C)[C@H]1O[C@]2(CC[C@@H]1C)C[C@@H]1C[C@@H](C\\C=C(C)\\[C@@H](O[C@H]3C[C@H](OC)[C@@H](O[C@H]4C[C@H](OC)[C@@H](O)[C@H](C)O4)[C@H](C)O3)[C@@H](C)\\C=C\\C=C3/CO[C@@H]4[C@H](O)C(C)=C[C@@H](C(=O)O1)[C@]34O)O2,"1,736.18",C95H146O28,CHEMBL1200633,ChEMBL,6,"CHEMBL1200633,CHEMBL1200633,CHEMBL1200633,CHEMBL1200633,CHEMBL1200633,CHEMBL1200633"
"16,392",CO[C@H]1C[C@H](O[C@H]2[C@H](C)O[C@H](C[C@@H]2OC)O[C@H]2[C@@H](C)\\C=C\\C=C3/CO[C@@H]4[C@H](O)C(C)=C[C@@H](C(=O)O[C@H]5C[C@@H](C\\C=C2/C)O[C@@]2(CC[C@H](C)[C@H](O2)C(C)C)C5)[C@]34O)O[C@@H](C)[C@@H]1O.CC[C@H](C)[C@H]1O[C@]2(CC[C@@H]1C)C[C@@H]1C[C@@H](C\\C=C(C)\\[C@@H](O[C@H]3C[C@H](OC)[C@@H](O[C@H]4C[C@H](OC)[C@@H](O)[C@H](C)O4)[C@H](C)O3)[C@@H](C)\\C=C\\C=C3/CO[C@@H]4[C@H](O)C(C)=C[C@@H](C(=O)O1)[C@]34O)O2,"1,736.18",C95H146O28,CHEMBL1200633,ChEMBL,6,"CHEMBL1200633,CHEMBL1200633,CHEMBL1200633,CHEMBL1200633,CHEMBL1200633,CHEMBL1200633"
"16,393",CCC(CC)OC(=O)[C@H](C)N[P@](=O)(OC[C@H]1O[C@](C#N)([C@H](O)[C@@H]1O)c1ccc2c(N)ncnn12)Oc1ccccc1,588.56,C26H33N6O8P,CHEMBL5205032,ChEMBL,7,"CHEMBL5205032,CHEMBL5205032,CHEMBL5205032,CHEMBL5205032,CHEMBL5205032,CHEMBL5205032,CHEMBL5205032"
"16,394",COc1cc(ccc1N(Cc1cccc(Cl)c1)C(=O)Cn1nnc2ccccc12)-c1cn[nH]c1,472.93,C25H21ClN6O2,CHEMBL5076577,ChEMBL,1,CHEMBL5076577
"16,395",Clc1cccc(CN(C(=O)Cn2nnc3ccccc23)c2ccc(cc2)-c2cn[nH]c2)c1,442.91,C24H19ClN6O,CHEMBL5075864,ChEMBL,1,CHEMBL5075864
"16,396",Clc1cccc(CN(C(=O)Cn2nnc3ccccc23)c2ccc(nc2)-c2cn[nH]c2)c1,443.9,C23H18ClN7O,CHEMBL5081675,ChEMBL,1,CHEMBL5081675
"16,397",Brc1ccc2ccc(nc2c1)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](C[C@@H]1CCNC1=O)C=O,537.41,C26H25BrN4O4,CHEMBL5090935,ChEMBL,0,
"16,398",CC(C)\\N=c1/cc2-c(cc1Nc1ccccc1)nc1ccccc1n2-c1ccc(Cl)cc1,438.96,C27H23ClN4,CHEMBL5178249,ChEMBL,0,
"16,399",Cl.COc1ccc(NC(=O)[C@@H]2CN(CCN2c2ccc(Cl)c(Cl)c2)C(=O)c2cnccc2OC)cc1,551.85,C25H25Cl3N4O4,CHEMBL5438208,ChEMBL,4,"CHEMBL5438208,CHEMBL5438208,CHEMBL5438208,CHEMBL5438208"
"16,400",CCC(CC)COC(=O)[C@H](C)N[P@](=O)(OC[C@H]1O[C@](C#N)([C@H](O)[C@@H]1O)c1ccc2c(N)ncnn12)Oc1ccccc1,602.59,C27H35N6O8P,CHEMBL4065616,ChEMBL,82,"NCGC00686694-01,CHEMBL4065616,CHEMBL4065616,CHEMBL4065616,CHEMBL4065616,CHEMBL4065616,CHEMBL4065616,CHEMBL4065616,CHEMBL4065616,CHEMBL4065616,CHEMBL4065616,CHEMBL4065616,CHEMBL4065616,CHEMBL4065616,CHEMBL4065616,CHEMBL4065616,CHEMBL4065616,CHEMBL4065616,CHEMBL4065616,CHEMBL4065616,CHEMBL4065616,CHEMBL4065616,CHEMBL4065616,CHEMBL4065616,CHEMBL4065616,CHEMBL4065616,CHEMBL4065616,CHEMBL4065616,CHEMBL4065616,CHEMBL4065616,CHEMBL4065616,CHEMBL4065616,CHEMBL4065616,CHEMBL4065616,CHEMBL4065616,CHEMBL4065616,CHEMBL4065616,CHEMBL4065616,CHEMBL4065616,CHEMBL4065616,CHEMBL4065616,CHEMBL4065616,CHEMBL4065616,CHEMBL4065616,CHEMBL4065616,CHEMBL4065616,CHEMBL4065616,CHEMBL4065616,CHEMBL4065616,CHEMBL4065616,CHEMBL4065616,CHEMBL4065616,CHEMBL4065616,CHEMBL4065616,CHEMBL4065616,CHEMBL4065616,CHEMBL4065616,CHEMBL4065616,CHEMBL4065616,CHEMBL4065616,CHEMBL4065616,CHEMBL4065616,CHEMBL4065616,CHEMBL4065616,CHEMBL4065616,CHEMBL4065616,CHEMBL4065616,CHEMBL4065616,CHEMBL4065616,CHEMBL4065616,CHEMBL4065616,CHEMBL4065616,CHEMBL4065616,CHEMBL4065616,CHEMBL4065616,CHEMBL4065616,CHEMBL4065616,CHEMBL4065616,CHEMBL4065616,CHEMBL4065616,CHEMBL4065616,CHEMBL4065616"
"16,401",O=C[C@H](C[C@@H]1CCNC1=O)NC(=O)[C@H](CC1CCCCC1)NC(=O)OCc1ccccc1,443.54,C24H33N3O5,CHEMBL3427168,ChEMBL,1,CHEMBL3427168
"16,402",Clc1cncc(OC(=O)c2cccc3NCCc23)c1,274.7,C14H11ClN2O2,CHEMBL4874639,ChEMBL,2,"CHEMBL4874639,GRL-1720"
"16,403",Clc1cncc(OC(=O)c2ccc3[nH]ccc3c2)c1,272.69,C14H9ClN2O2,CHEMBL510559,ChEMBL,0,
"16,404",COc1cccc2[nH]c(cc12)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C[C@@H]1CCNC1=O)C=O,442.52,C23H30N4O5,CHEMBL4851462,ChEMBL,3,"CHEMBL4851462,CHEMBL4851462,CHEMBL4851462"
"16,405",OC(COc1cccc2[nH]c(cc12)C#N)CN1CCN(CC1)C(c1ccccc1)c1ccccc1,466.58,C29H30N4O2,CHEMBL314639,ChEMBL,1,CHEMBL314639
"16,406",CCC(CC)COC(=O)[C@H](C)N[P@](=O)(OC[C@H]1O[C@](C#N)([C@H](O)[C@@H]1O)c1ccc2c(N)ncnn12)Oc1ccccc1,602.59,C27H35N6O8P,CHEMBL4065616,ChEMBL,82,"NCGC00686694-01,CHEMBL4065616,CHEMBL4065616,CHEMBL4065616,CHEMBL4065616,CHEMBL4065616,CHEMBL4065616,CHEMBL4065616,CHEMBL4065616,CHEMBL4065616,CHEMBL4065616,CHEMBL4065616,CHEMBL4065616,CHEMBL4065616,CHEMBL4065616,CHEMBL4065616,CHEMBL4065616,CHEMBL4065616,CHEMBL4065616,CHEMBL4065616,CHEMBL4065616,CHEMBL4065616,CHEMBL4065616,CHEMBL4065616,CHEMBL4065616,CHEMBL4065616,CHEMBL4065616,CHEMBL4065616,CHEMBL4065616,CHEMBL4065616,CHEMBL4065616,CHEMBL4065616,CHEMBL4065616,CHEMBL4065616,CHEMBL4065616,CHEMBL4065616,CHEMBL4065616,CHEMBL4065616,CHEMBL4065616,CHEMBL4065616,CHEMBL4065616,CHEMBL4065616,CHEMBL4065616,CHEMBL4065616,CHEMBL4065616,CHEMBL4065616,CHEMBL4065616,CHEMBL4065616,CHEMBL4065616,CHEMBL4065616,CHEMBL4065616,CHEMBL4065616,CHEMBL4065616,CHEMBL4065616,CHEMBL4065616,CHEMBL4065616,CHEMBL4065616,CHEMBL4065616,CHEMBL4065616,CHEMBL4065616,CHEMBL4065616,CHEMBL4065616,CHEMBL4065616,CHEMBL4065616,CHEMBL4065616,CHEMBL4065616,CHEMBL4065616,CHEMBL4065616,CHEMBL4065616,CHEMBL4065616,CHEMBL4065616,CHEMBL4065616,CHEMBL4065616,CHEMBL4065616,CHEMBL4065616,CHEMBL4065616,CHEMBL4065616,CHEMBL4065616,CHEMBL4065616,CHEMBL4065616,CHEMBL4065616,CHEMBL4065616"
"16,407",Nc1ncnn2c(ccc12)[C@@]1(O[C@H](CO)[C@@H](O)[C@H]1O)C#N,291.27,C12H13N5O4,CHEMBL2016757,ChEMBL,31,"NCGC00686670-01,CHEMBL2016757,CHEMBL2016757,CHEMBL2016757,CHEMBL2016757,CHEMBL2016757,CHEMBL2016757,CHEMBL2016757,CHEMBL2016757,CHEMBL2016757,CHEMBL2016757,CHEMBL2016757,CHEMBL2016757,CHEMBL2016757,CHEMBL2016757,CHEMBL2016757,CHEMBL2016757,CHEMBL2016757,CHEMBL2016757,CHEMBL2016757,CHEMBL2016757,CHEMBL2016757,CHEMBL2016757,CHEMBL2016757,CHEMBL2016757,CHEMBL2016757,CHEMBL2016757,CHEMBL2016757,CHEMBL2016757,CHEMBL2016757,GS-441524"
"16,408",CCC(CC)COC(=O)[C@H](C)N[P@](=O)(OC[C@H]1O[C@](C#N)([C@H](O)[C@@H]1O)c1ccc2c(N)ncnn12)Oc1ccccc1,602.59,C27H35N6O8P,CHEMBL4065616,ChEMBL,82,"NCGC00686694-01,CHEMBL4065616,CHEMBL4065616,CHEMBL4065616,CHEMBL4065616,CHEMBL4065616,CHEMBL4065616,CHEMBL4065616,CHEMBL4065616,CHEMBL4065616,CHEMBL4065616,CHEMBL4065616,CHEMBL4065616,CHEMBL4065616,CHEMBL4065616,CHEMBL4065616,CHEMBL4065616,CHEMBL4065616,CHEMBL4065616,CHEMBL4065616,CHEMBL4065616,CHEMBL4065616,CHEMBL4065616,CHEMBL4065616,CHEMBL4065616,CHEMBL4065616,CHEMBL4065616,CHEMBL4065616,CHEMBL4065616,CHEMBL4065616,CHEMBL4065616,CHEMBL4065616,CHEMBL4065616,CHEMBL4065616,CHEMBL4065616,CHEMBL4065616,CHEMBL4065616,CHEMBL4065616,CHEMBL4065616,CHEMBL4065616,CHEMBL4065616,CHEMBL4065616,CHEMBL4065616,CHEMBL4065616,CHEMBL4065616,CHEMBL4065616,CHEMBL4065616,CHEMBL4065616,CHEMBL4065616,CHEMBL4065616,CHEMBL4065616,CHEMBL4065616,CHEMBL4065616,CHEMBL4065616,CHEMBL4065616,CHEMBL4065616,CHEMBL4065616,CHEMBL4065616,CHEMBL4065616,CHEMBL4065616,CHEMBL4065616,CHEMBL4065616,CHEMBL4065616,CHEMBL4065616,CHEMBL4065616,CHEMBL4065616,CHEMBL4065616,CHEMBL4065616,CHEMBL4065616,CHEMBL4065616,CHEMBL4065616,CHEMBL4065616,CHEMBL4065616,CHEMBL4065616,CHEMBL4065616,CHEMBL4065616,CHEMBL4065616,CHEMBL4065616,CHEMBL4065616,CHEMBL4065616,CHEMBL4065616,CHEMBL4065616"
"16,409",FC(F)n1c(COc2cc(Cl)cc(c2)-n2cc(-c3ccc[nH]c3=O)c(=O)n(-c3cccnc3)c2=O)nc2ccccc12,588.96,C29H19ClF2N6O4,CHEMBL5439438,ChEMBL,0,
"16,410",Cn1cnc(Cn2c(=O)[nH]\\c(=N/c3cc4cn(C)nc4cc3Cl)n(Cc3cc(F)c(F)cc3F)c2=O)n1,531.88,C22H17ClF3N9O2,CHEMBL5183847,ChEMBL,11,"CHEMBL5183847,CHEMBL5183847,CHEMBL5183847,CHEMBL5183847,CHEMBL5183847,CHEMBL5183847,CHEMBL5183847,CHEMBL5183847,CHEMBL5183847,CHEMBL5183847,Ensitrelvir (S-217622)"
"16,411",Fc1ccc(CNC(=O)[C@@H]2CN(CCN2c2ccc(Cl)c(Cl)c2)C(=O)c2cccnc2)s1,493.38,C22H19Cl2FN4O2S,CHEMBL5414023,ChEMBL,0,
"16,412",CC(C)(C)[C@H](NC(=O)C(F)(F)F)C(=O)N1C[C@H]2[C@@H]([C@H]1C(=O)N[C@@H](C[C@@H]1CCNC1=O)C#N)C2(C)C,499.54,C23H32F3N5O4,CHEMBL4802135,ChEMBL,45,"MAT-POS-7ed7af85-1,CHEMBL4802135,CHEMBL4802135,CHEMBL4802135,CHEMBL4802135,CHEMBL4802135,CHEMBL4802135,CHEMBL4802135,CHEMBL4802135,CHEMBL4802135,CHEMBL4802135,CHEMBL4802135,CHEMBL4802135,CHEMBL4802135,CHEMBL4802135,CHEMBL4802135,CHEMBL4802135,CHEMBL4802135,CHEMBL4802135,CHEMBL4802135,CHEMBL4802135,CHEMBL4802135,CHEMBL4802135,CHEMBL4802135,CHEMBL4802135,CHEMBL4802135,CHEMBL4802135,CHEMBL4802135,CHEMBL4802135,CHEMBL4802135,CHEMBL4802135,CHEMBL4802135,CHEMBL4802135,CHEMBL4802135,CHEMBL4802135,CHEMBL4802135,CHEMBL4802135,CHEMBL4802135,CHEMBL4802135,CHEMBL4802135,CHEMBL4802135,CHEMBL4802135,CHEMBL4802135,CHEMBL4802135,Nirmatrelvir (PF-07321332)"
"16,413",Cn1cnc(Cn2c(=O)[nH]\\c(=N/c3cc4cn(C)nc4cc3Cl)n(Cc3cc(F)c(F)cc3F)c2=O)n1,531.88,C22H17ClF3N9O2,CHEMBL5183847,ChEMBL,11,"CHEMBL5183847,CHEMBL5183847,CHEMBL5183847,CHEMBL5183847,CHEMBL5183847,CHEMBL5183847,CHEMBL5183847,CHEMBL5183847,CHEMBL5183847,CHEMBL5183847,Ensitrelvir (S-217622)"
"16,414",Cn1cnc(Cn2c(=O)[nH]\\c(=N/c3cc4cn(C)nc4cc3Cl)n(Cc3cc(F)c(F)cc3F)c2=O)n1,531.88,C22H17ClF3N9O2,CHEMBL5183847,ChEMBL,11,"CHEMBL5183847,CHEMBL5183847,CHEMBL5183847,CHEMBL5183847,CHEMBL5183847,CHEMBL5183847,CHEMBL5183847,CHEMBL5183847,CHEMBL5183847,CHEMBL5183847,Ensitrelvir (S-217622)"
"16,415",[Na+].CC(C)C[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@@H](C[C@@H]1CCNC1=O)C(O)S([O-])(=O)=O,507.53,C21H30N3NaO8S,CHEMBL3427166,ChEMBL,20,"CHEMBL3427166,CHEMBL3427166,CHEMBL3427166,CHEMBL3427166,CHEMBL3427166,CHEMBL3427166,CHEMBL3427166,CHEMBL3427166,CHEMBL3427166,CHEMBL3427166,CHEMBL3427166,CHEMBL3427166,CHEMBL3427166,CHEMBL3427166,CHEMBL3427166,CHEMBL3427166,CHEMBL3427166,CHEMBL3427166,CHEMBL3427166,CHEMBL3427166"
"16,416",Oc1cc2oc(cc(=O)c2c(O)c1O)-c1ccccc1,270.24,C15H10O5,CHEMBL8260,ChEMBL,11,"NCGC00017236-08,NCGC00017236-08,CHEMBL8260,CHEMBL8260,CHEMBL8260,CHEMBL8260,CHEMBL8260,CHEMBL8260,CHEMBL8260,CHEMBL8260,CHEMBL8260"
"16,417",Oc1cc(O)c2c(c1)oc(-c1ccc(O)c(O)c1)c(O)c2=O,302.24,C15H10O7,CHEMBL50,ChEMBL,3,"NCGC00015870-16,NCGC00015870-16,CHEMBL50"
"16,418",CC(C)[C@H](N1CCCNC1=O)C(=O)N[C@H](C[C@H](O)[C@H](Cc1ccccc1)NC(=O)COc1c(C)cccc1C)Cc1ccccc1,628.81,C37H48N4O5,CHEMBL729,ChEMBL,10,"NCGC00164576-03,NCGC00164576-04,CHEMBL729,CHEMBL729,CHEMBL729,CHEMBL729,CHEMBL729,CHEMBL729,Lopinavir,LOPINAVIR"
"16,419",Cc1c(O)cccc1C(=O)N[C@@H](CSc1ccccc1)[C@H](O)CN1C[C@H]2CCCC[C@H]2C[C@H]1C(=O)NC(C)(C)C,567.79,C32H45N3O4S,CHEMBL584,ChEMBL,3,"NCGC00090782-17,NCGC00090782-17,NCGC00090782-07"
"16,420",CC(C)C[C@H](NC(=O)c1cc2c(F)cccc2[nH]1)C(=O)NN(C[C@@H]1CCNC1=O)C(=O)[C@@H](F)Cl,497.93,C22H26ClF2N5O4,CHEMBL5190754,ChEMBL,5,"CHEMBL5190754,CHEMBL5190754,CHEMBL5190754,CHEMBL5190754,CHEMBL5190754"
