CdId,SMILES,Mol Weight,Formula,Source Identifier,Source,Overlap count,Overlap hits,GroupID
8966,Cc1cc(c(O)c(C)c1CC1=NCCN1)C(C)(C)C,260.38,C16H24N2O,NCGC00015766-08,NCATS,3,"NCGC00015766-13,NCGC00015766-13,NCGC00015766-13",558
874,Cc1cc(c(O)c(C)c1CC1=NCCN1)C(C)(C)C,260.38,C16H24N2O,NCGC00015766-13,NCATS,3,"NCGC00015766-13,NCGC00015766-08,NCGC00015766-13",558
3266,Cc1cc(c(O)c(C)c1CC1=NCCN1)C(C)(C)C,260.38,C16H24N2O,NCGC00015766-13,NCATS,3,"NCGC00015766-13,NCGC00015766-08,NCGC00015766-13",558
8967,Cc1cc(c(O)c(C)c1CC1=NCCN1)C(C)(C)C,260.38,C16H24N2O,NCGC00015766-13,NCATS,3,"NCGC00015766-13,NCGC00015766-13,NCGC00015766-08",558
8968,CCN(CC)CC#CCOC(=O)C(O)(C1CCCCC1)C1=CC=CC=C1,357.49,C22H31NO3,NCGC00015767-09,NCATS,1,NCGC00015767-10,559
875,CCN(CC)CC#CCOC(=O)C(O)(C1CCCCC1)C1=CC=CC=C1,357.49,C22H31NO3,NCGC00015767-10,NCATS,1,NCGC00015767-09,559
877,OC(=O)CC(O)(CC(O)=O)C(O)=O.CN(C)CCOC(c1ccccc1)c1ccccc1C,461.51,C24H31NO8,NCGC00015771-13,NCATS,1,NCGC00015771-13,560
8970,OC(=O)CC(O)(CC(O)=O)C(O)=O.CN(C)CCOC(c1ccccc1)c1ccccc1C,461.51,C24H31NO8,NCGC00015771-13,NCATS,1,NCGC00015771-13,560
878,CC(C)NCC(O)COc1cccc2nccc12,247.32,C14H19N2O2,NCGC00015786-16,NCATS,2,"NCGC00015786-16,NCGC00015786-16",561
3269,CC(C)NCC(O)COc1cccc2nccc12,247.32,C14H19N2O2,NCGC00015786-16,NCATS,2,"NCGC00015786-16,NCGC00015786-16",561
8976,CC(C)NCC(O)COc1cccc2nccc12,247.32,C14H19N2O2,NCGC00015786-16,NCATS,2,"NCGC00015786-16,NCGC00015786-16",561
880,CC(C)NC[C@@H](O)COc1cccc2ccccc12,259.35,C16H21NO2,NCGC00015798-11,NCATS,2,"NCGC00015798-11,NCGC00015798-11",562
3272,CC(C)NC[C@@H](O)COc1cccc2ccccc12,259.35,C16H21NO2,NCGC00015798-11,NCATS,2,"NCGC00015798-11,NCGC00015798-11",562
8979,CC(C)NC[C@@H](O)COc1cccc2ccccc12,259.35,C16H21NO2,NCGC00015798-11,NCATS,2,"NCGC00015798-11,NCGC00015798-11",562
882,CC1=CN(C(=O)C=C1)c1ccccc1,185.23,C12H11NO,NCGC00015806-06,NCATS,2,"NCGC00015806-06,NCGC00015806-06",563
3275,CC1=CN(C(=O)C=C1)c1ccccc1,185.23,C12H11NO,NCGC00015806-06,NCATS,2,"NCGC00015806-06,NCGC00015806-06",563
8983,CC1=CN(C(=O)C=C1)c1ccccc1,185.23,C12H11NO,NCGC00015806-06,NCATS,2,"NCGC00015806-06,NCGC00015806-06",563
17873,Cl.COc1ccc(Cc2nccc3cc(OC)c(OC)cc23)cc1OC,375.85,C20H22ClNO4,CHEMBL98123,Manual_curated,2,"NCGC00015810-12,NCGC00015810-12",564
883,Cl.COc1ccc(Cc2nccc3cc(OC)c(OC)cc23)cc1OC,375.85,C20H22ClNO4,NCGC00015810-12,NCATS,2,"NCGC00015810-12,CHEMBL98123",564
8984,Cl.COc1ccc(Cc2nccc3cc(OC)c(OC)cc23)cc1OC,375.85,C20H22ClNO4,NCGC00015810-12,NCATS,2,"NCGC00015810-12,CHEMBL98123",564
8989,CCCNCC(O)COC1=C(C=CC=C1)C(=O)CCC1=CC=CC=C1,341.45,C21H27NO3,NCGC00015819-11,NCATS,2,"NCGC00015819-15,NCGC00015819-15",565
885,CCCNCC(O)COc1ccccc1C(=O)CCc1ccccc1,341.45,C21H27NO3,NCGC00015819-15,NCATS,2,"NCGC00015819-11,NCGC00015819-15",565
8990,CCCNCC(O)COc1ccccc1C(=O)CCc1ccccc1,341.45,C21H27NO3,NCGC00015819-15,NCATS,2,"NCGC00015819-15,NCGC00015819-11",565
886,NC(=O)CN1CCCC1=O,142.16,C6H10N2O2,NCGC00015821-10,NCATS,2,"NCGC00015821-10,NCGC00015821-10",566
3278,NC(=O)CN1CCCC1=O,142.16,C6H10N2O2,NCGC00015821-10,NCATS,2,"NCGC00015821-10,NCGC00015821-10",566
8991,NC(=O)CN1CCCC1=O,142.16,C6H10N2O2,NCGC00015821-10,NCATS,2,"NCGC00015821-10,NCGC00015821-10",566
887,COc1ccc(CN(CCN(C)C)c2ccccn2)cc1,285.39,C17H23N3O,NCGC00015822-15,NCATS,1,NCGC00015822-15,567
8992,COc1ccc(CN(CCN(C)C)c2ccccn2)cc1,285.39,C17H23N3O,NCGC00015822-15,NCATS,1,NCGC00015822-15,567
888,CN1C(C(=O)Nc2ccccn2)=C(O)c2ccccc2S1(=O)=O,331.35,C15H13N3O4S,NCGC00015823-17,NCATS,2,"NCGC00015823-17,NCGC00015823-17",568
3279,CN1C(C(=O)Nc2ccccn2)=C(O)c2ccccc2S1(=O)=O,331.35,C15H13N3O4S,NCGC00015823-17,NCATS,2,"NCGC00015823-17,NCGC00015823-17",568
8993,CN1C(C(=O)Nc2ccccn2)=C(O)c2ccccc2S1(=O)=O,331.35,C15H13N3O4S,NCGC00015823-17,NCATS,2,"NCGC00015823-17,NCGC00015823-17",568
889,OS(O)(=O)=O.NNCCc1ccccc1,234.27,C8H14N2O4S,NCGC00015830-08,NCATS,1,NCGC00015830-08,569
8997,OS(O)(=O)=O.NNCCc1ccccc1,234.27,C8H14N2O4S,NCGC00015830-08,NCATS,1,NCGC00015830-08,569
890,[O-]C(=O)\\C=C/C([O-])=O.C[NH+](C)CCC(c1ccccc1)c1cccc[nH+]1,356.42,C20H24N2O4,NCGC00015831-06,NCATS,2,"NCGC00015831-06,NCGC00015831-06",570
3281,[O-]C(=O)\\C=C/C([O-])=O.C[NH+](C)CCC(c1ccccc1)c1cccc[nH+]1,356.42,C20H24N2O4,NCGC00015831-06,NCATS,2,"NCGC00015831-06,NCGC00015831-06",570
8998,[O-]C(=O)\\C=C/C([O-])=O.C[NH+](C)CCC(c1ccccc1)c1cccc[nH+]1,356.42,C20H24N2O4,NCGC00015831-06,NCATS,2,"NCGC00015831-06,NCGC00015831-06",570
891,NC(=O)c1cnccn1,123.11,C5H5N3O,NCGC00015833-15,NCATS,5,"NCGC00015833-15,NCGC00015833-16,NCGC00015833-15,NCGC00015833-16,Pyrazinamide",571
3283,NC(=O)c1cnccn1,123.11,C5H5N3O,NCGC00015833-15,NCATS,5,"NCGC00015833-15,NCGC00015833-16,NCGC00015833-15,NCGC00015833-16,Pyrazinamide",571
8999,NC(=O)c1cnccn1,123.11,C5H5N3O,NCGC00015833-15,NCATS,5,"NCGC00015833-15,NCGC00015833-15,NCGC00015833-16,NCGC00015833-16,Pyrazinamide",571
3284,NC(=O)C1=CN=CC=N1,123.11,C5H5N3O,NCGC00015833-16,NCATS,5,"NCGC00015833-15,NCGC00015833-15,NCGC00015833-15,NCGC00015833-16,Pyrazinamide",571
9000,NC(=O)C1=CN=CC=N1,123.11,C5H5N3O,NCGC00015833-16,NCATS,5,"NCGC00015833-15,NCGC00015833-15,NCGC00015833-16,NCGC00015833-15,Pyrazinamide",571
17721,NC(=O)C1=CN=CC=N1,123.11,C5H5N3O,Pyrazinamide,Manual_curated,5,"NCGC00015833-15,NCGC00015833-15,NCGC00015833-16,NCGC00015833-15,NCGC00015833-16",571
3285,CCC1(C(=O)NCNC1=O)c1ccccc1,218.26,C12H14N2O2,NCGC00015834-11,NCATS,3,"NCGC00015834-19,NCGC00015834-19,NCGC00015834-19",572
892,CCC1(C(=O)NCNC1=O)c1ccccc1,218.26,C12H14N2O2,NCGC00015834-19,NCATS,3,"NCGC00015834-11,NCGC00015834-19,NCGC00015834-19",572
3286,CCC1(C(=O)NCNC1=O)c1ccccc1,218.26,C12H14N2O2,NCGC00015834-19,NCATS,3,"NCGC00015834-19,NCGC00015834-11,NCGC00015834-19",572
9001,CCC1(C(=O)NCNC1=O)c1ccccc1,218.26,C12H14N2O2,NCGC00015834-19,NCATS,3,"NCGC00015834-19,NCGC00015834-11,NCGC00015834-19",572
893,CN1CCN(CC(=O)N2c3ccccc3C(=O)Nc3cccnc23)CC1,351.41,C19H21N5O2,NCGC00015836-12,NCATS,2,"NCGC00015836-12,NCGC00015836-12",573
3287,CN1CCN(CC(=O)N2c3ccccc3C(=O)Nc3cccnc23)CC1,351.41,C19H21N5O2,NCGC00015836-12,NCATS,2,"NCGC00015836-12,NCGC00015836-12",573
9002,CN1CCN(CC(=O)N2c3ccccc3C(=O)Nc3cccnc23)CC1,351.41,C19H21N5O2,NCGC00015836-12,NCATS,2,"NCGC00015836-12,NCGC00015836-12",573
894,Cl.CN(CC#C)Cc1ccccc1,195.69,C11H14ClN,NCGC00015841-11,NCATS,2,"NCGC00015841-11,NCGC00015841-11",574
3289,Cl.CN(CC#C)Cc1ccccc1,195.69,C11H14ClN,NCGC00015841-11,NCATS,2,"NCGC00015841-11,NCGC00015841-11",574
9005,Cl.CN(CC#C)Cc1ccccc1,195.69,C11H14ClN,NCGC00015841-11,NCATS,2,"NCGC00015841-11,NCGC00015841-11",574
3291,N[C@@H]1C[C@H]1C1=CC=CC=C1,133.19,C9H11N,NCGC00015848-04,NCATS,2,"NCGC00015848-09,NCGC00015848-04",575
9008,N[C@@H]1C[C@H]1C1=CC=CC=C1,133.19,C9H11N,NCGC00015848-04,NCATS,2,"NCGC00015848-09,NCGC00015848-04",575
895,N[C@@H]1C[C@H]1C1=CC=CC=C1,133.19,C9H11N,NCGC00015848-09,NCATS,2,"NCGC00015848-04,NCGC00015848-04",575
896,[Br-].CC(C)[N+](C)(CCOC(=O)C1c2ccccc2Oc2ccccc12)C(C)C,448.4,C23H30BrNO3,NCGC00015854-10,NCATS,2,"NCGC00015854-10,NCGC00015854-10",576
3292,[Br-].CC(C)[N+](C)(CCOC(=O)C1c2ccccc2Oc2ccccc12)C(C)C,448.4,C23H30BrNO3,NCGC00015854-10,NCATS,2,"NCGC00015854-10,NCGC00015854-10",576
9010,[Br-].CC(C)[N+](C)(CCOC(=O)C1c2ccccc2Oc2ccccc12)C(C)C,448.4,C23H30BrNO3,NCGC00015854-10,NCATS,2,"NCGC00015854-10,NCGC00015854-10",576
897,CCN(CC)CCNC(=O)c1ccc(N)cc1,235.33,C13H21N3O,NCGC00015859-14,NCATS,4,"NCGC00015859-14,NCGC00015859-18,NCGC00015859-14,Procainamide",577
3293,CCN(CC)CCNC(=O)c1ccc(N)cc1,235.33,C13H21N3O,NCGC00015859-14,NCATS,4,"NCGC00015859-14,NCGC00015859-18,NCGC00015859-14,Procainamide",577
9014,CCN(CC)CCNC(=O)c1ccc(N)cc1,235.33,C13H21N3O,NCGC00015859-14,NCATS,4,"NCGC00015859-14,NCGC00015859-14,NCGC00015859-18,Procainamide",577
3294,CCN(CC)CCNC(=O)C1=CC=C(N)C=C1,235.33,C13H21N3O,NCGC00015859-18,NCATS,4,"NCGC00015859-14,NCGC00015859-14,NCGC00015859-14,Procainamide",577
17537,CCN(CC)CCNC(=O)C1=CC=C(N)C=C1,235.33,C13H21N3O,Procainamide,Manual_curated,4,"NCGC00015859-14,NCGC00015859-14,NCGC00015859-18,NCGC00015859-14",577
898,Cl.CCCNC(C)C(=O)Nc1ccccc1C,256.77,C13H21ClN2O,NCGC00015860-06,NCATS,2,"NCGC00015860-06,NCGC00015860-06",578
3295,Cl.CCCNC(C)C(=O)Nc1ccccc1C,256.77,C13H21ClN2O,NCGC00015860-06,NCATS,2,"NCGC00015860-06,NCGC00015860-06",578
9015,Cl.CCCNC(C)C(=O)Nc1ccccc1C,256.77,C13H21ClN2O,NCGC00015860-06,NCATS,2,"NCGC00015860-06,NCGC00015860-06",578
899,CCCn1cnc2N(C)C(=O)N(CCCCC(C)=O)C(=O)c12,306.37,C15H22N4O3,NCGC00015861-09,NCATS,2,"NCGC00015861-09,NCGC00015861-09",579
3296,CCCn1cnc2N(C)C(=O)N(CCCCC(C)=O)C(=O)c12,306.37,C15H22N4O3,NCGC00015861-09,NCATS,2,"NCGC00015861-09,NCGC00015861-09",579
9016,CCCn1cnc2N(C)C(=O)N(CCCCC(C)=O)C(=O)c12,306.37,C15H22N4O3,NCGC00015861-09,NCATS,2,"NCGC00015861-09,NCGC00015861-09",579
900,[Br-].CN(C)C(=O)Oc1ccc[n+](C)c1,261.12,C9H13BrN2O2,NCGC00015862-07,NCATS,2,"NCGC00015862-07,NCGC00015862-07",580
3297,[Br-].CN(C)C(=O)Oc1ccc[n+](C)c1,261.12,C9H13BrN2O2,NCGC00015862-07,NCATS,2,"NCGC00015862-07,NCGC00015862-07",580
9017,[Br-].CN(C)C(=O)Oc1ccc[n+](C)c1,261.12,C9H13BrN2O2,NCGC00015862-07,NCATS,2,"NCGC00015862-07,NCGC00015862-07",580
901,CN\\C(NCCSCc1ccc(CN(C)C)o1)=C/[N+]([O-])=O,314.4,C13H22N4O3S,NCGC00015876-11,NCATS,2,"NCGC00015876-11,NCGC00015876-11",581
3302,CN\\C(NCCSCc1ccc(CN(C)C)o1)=C/[N+]([O-])=O,314.4,C13H22N4O3S,NCGC00015876-11,NCATS,2,"NCGC00015876-11,NCGC00015876-11",581
9024,CN\\C(NCCSCc1ccc(CN(C)C)o1)=C/[N+]([O-])=O,314.4,C13H22N4O3S,NCGC00015876-11,NCATS,2,"NCGC00015876-11,NCGC00015876-11",581
9026,Nc1nc2ccc(OC(F)(F)F)cc2s1,234.2,C8H5F3N2OS,NCGC00015882-09,NCATS,2,"NCGC00015882-15,NCGC00015882-15",582
902,Nc1nc2ccc(OC(F)(F)F)cc2s1,234.2,C8H5F3N2OS,NCGC00015882-15,NCATS,2,"NCGC00015882-09,NCGC00015882-15",582
9027,Nc1nc2ccc(OC(F)(F)F)cc2s1,234.2,C8H5F3N2OS,NCGC00015882-15,NCATS,2,"NCGC00015882-15,NCGC00015882-09",582
3304,CC1=C(CCN2CCC(CC2)C2=NOC3=C2C=CC(F)=C3)C(=O)N2CCCCC2=N1,410.49,C23H27FN4O2,NCGC00015883-08,NCATS,3,"NCGC00015883-11,NCGC00015883-08,NCGC00015883-11",583
9028,CC1=C(CCN2CCC(CC2)C2=NOC3=C2C=CC(F)=C3)C(=O)N2CCCCC2=N1,410.49,C23H27FN4O2,NCGC00015883-08,NCATS,3,"NCGC00015883-11,NCGC00015883-08,NCGC00015883-11",583
903,CC1=C(CCN2CCC(CC2)c2noc3cc(F)ccc23)C(=O)N2CCCCC2=N1,410.49,C23H27FN4O2,NCGC00015883-11,NCATS,3,"NCGC00015883-08,NCGC00015883-08,NCGC00015883-11",583
9029,CC1=C(CCN2CCC(CC2)c2noc3cc(F)ccc23)C(=O)N2CCCCC2=N1,410.49,C23H27FN4O2,NCGC00015883-11,NCATS,3,"NCGC00015883-11,NCGC00015883-08,NCGC00015883-08",583
904,CCCN(CCC)CCc1cccc2NC(=O)Cc12,260.38,C16H24N2O,NCGC00015893-06,NCATS,2,"NCGC00015893-06,NCGC00015893-06",584
3309,CCCN(CCC)CCc1cccc2NC(=O)Cc12,260.38,C16H24N2O,NCGC00015893-06,NCATS,2,"NCGC00015893-06,NCGC00015893-06",584
9037,CCCN(CCC)CCc1cccc2NC(=O)Cc12,260.38,C16H24N2O,NCGC00015893-06,NCATS,2,"NCGC00015893-06,NCGC00015893-06",584
908,Nc1ccc(cc1)S(=O)(=O)Nc1ccnn1-c1ccccc1,314.36,C15H14N4O2S,NCGC00015925-12,NCATS,2,"NCGC00015925-12,NCGC00015925-12",585
3321,Nc1ccc(cc1)S(=O)(=O)Nc1ccnn1-c1ccccc1,314.36,C15H14N4O2S,NCGC00015925-12,NCATS,2,"NCGC00015925-12,NCGC00015925-12",585
9050,Nc1ccc(cc1)S(=O)(=O)Nc1ccnn1-c1ccccc1,314.36,C15H14N4O2S,NCGC00015925-12,NCATS,2,"NCGC00015925-12,NCGC00015925-12",585
3327,CC(C)(C)NCC(O)c1ccc(O)c(CO)c1,239.31,C13H21NO3,NCGC00015955-09,NCATS,5,"NCGC00015955-16,NCGC00015955-16,NCGC00015955-09,NCGC00015955-16,Salbutamol",586
9057,CC(C)(C)NCC(O)c1ccc(O)c(CO)c1,239.31,C13H21NO3,NCGC00015955-09,NCATS,5,"NCGC00015955-16,NCGC00015955-09,NCGC00015955-16,NCGC00015955-16,Salbutamol",586
911,CC(C)(C)NCC(O)c1ccc(O)c(CO)c1,239.31,C13H21NO3,NCGC00015955-16,NCATS,5,"NCGC00015955-09,NCGC00015955-16,NCGC00015955-09,NCGC00015955-16,Salbutamol",586
3328,CC(C)(C)NCC(O)c1ccc(O)c(CO)c1,239.31,C13H21NO3,NCGC00015955-16,NCATS,5,"NCGC00015955-16,NCGC00015955-09,NCGC00015955-09,NCGC00015955-16,Salbutamol",586
9058,CC(C)(C)NCC(O)c1ccc(O)c(CO)c1,239.31,C13H21NO3,NCGC00015955-16,NCATS,5,"NCGC00015955-16,NCGC00015955-09,NCGC00015955-16,NCGC00015955-09,Salbutamol",586
17729,CC(C)(C)NCC(O)C1=CC=C(O)C(CO)=C1,239.31,C13H21NO3,Salbutamol,Manual_curated,5,"NCGC00015955-16,NCGC00015955-09,NCGC00015955-16,NCGC00015955-09,NCGC00015955-16",586
912,Fc1ccc(cc1)C(=O)CCCN1CCC2(CC1)N(CNC2=O)c1ccccc1,395.48,C23H26FN3O2,NCGC00015964-17,NCATS,1,NCGC00015964-17,587
9062,Fc1ccc(cc1)C(=O)CCCN1CCC2(CC1)N(CNC2=O)c1ccccc1,395.48,C23H26FN3O2,NCGC00015964-17,NCATS,1,NCGC00015964-17,587
913,CCN1CCC[C@H]1CNC(=O)c1cc(ccc1OC)S(N)(=O)=O,341.43,C15H23N3O4S,NCGC00015966-10,NCATS,2,"NCGC00015966-10,NCGC00015966-10",588
3330,CCN1CCC[C@H]1CNC(=O)c1cc(ccc1OC)S(N)(=O)=O,341.43,C15H23N3O4S,NCGC00015966-10,NCATS,2,"NCGC00015966-10,NCGC00015966-10",588
9064,CCN1CCC[C@H]1CNC(=O)c1cc(ccc1OC)S(N)(=O)=O,341.43,C15H23N3O4S,NCGC00015966-10,NCATS,2,"NCGC00015966-10,NCGC00015966-10",588
914,[Cl-].[Cl-].C[N+](C)(C)CCOC(=O)CCC(=O)OCC[N+](C)(C)C,361.3,C14H30Cl2N2O4,NCGC00015971-05,NCATS,2,"NCGC00015971-05,NCGC00015971-05",589
3333,[Cl-].[Cl-].C[N+](C)(C)CCOC(=O)CCC(=O)OCC[N+](C)(C)C,361.3,C14H30Cl2N2O4,NCGC00015971-05,NCATS,2,"NCGC00015971-05,NCGC00015971-05",589
9066,[Cl-].[Cl-].C[N+](C)(C)CCOC(=O)CCC(=O)OCC[N+](C)(C)C,361.3,C14H30Cl2N2O4,NCGC00015971-05,NCATS,2,"NCGC00015971-05,NCGC00015971-05",589
916,Cl.CCN(CC)CCNC(=O)c1cc(ccc1OC)S(C)(=O)=O,364.89,C15H25ClN2O4S,NCGC00015996-10,NCATS,2,"NCGC00015996-10,NCGC00015996-10",590
3339,Cl.CCN(CC)CCNC(=O)c1cc(ccc1OC)S(C)(=O)=O,364.89,C15H25ClN2O4S,NCGC00015996-10,NCATS,2,"NCGC00015996-10,NCGC00015996-10",590
9073,Cl.CCN(CC)CCNC(=O)c1cc(ccc1OC)S(C)(=O)=O,364.89,C15H25ClN2O4S,NCGC00015996-10,NCATS,2,"NCGC00015996-10,NCGC00015996-10",590
3340,NCCS(O)(=O)=O,125.14,C2H7NO3S,NCGC00015997-06,NCATS,4,"NCGC00015997-10,NCGC00015997-10,NCGC00015997-06,NCGC00015997-10",591
9074,NCCS(O)(=O)=O,125.14,C2H7NO3S,NCGC00015997-06,NCATS,4,"NCGC00015997-10,NCGC00015997-06,NCGC00015997-10,NCGC00015997-10",591
917,NCCS(O)(=O)=O,125.14,C2H7NO3S,NCGC00015997-10,NCATS,4,"NCGC00015997-06,NCGC00015997-10,NCGC00015997-06,NCGC00015997-10",591
3341,NCCS(O)(=O)=O,125.14,C2H7NO3S,NCGC00015997-10,NCATS,4,"NCGC00015997-10,NCGC00015997-06,NCGC00015997-06,NCGC00015997-10",591
9075,NCCS(O)(=O)=O,125.14,C2H7NO3S,NCGC00015997-10,NCATS,4,"NCGC00015997-10,NCGC00015997-06,NCGC00015997-10,NCGC00015997-06",591
918,CCCCNC(=O)NS(=O)(=O)c1ccc(C)cc1,270.35,C12H18N2O3S,NCGC00015999-19,NCATS,2,"NCGC00015999-19,NCGC00015999-19",592
3342,CCCCNC(=O)NS(=O)(=O)c1ccc(C)cc1,270.35,C12H18N2O3S,NCGC00015999-19,NCATS,2,"NCGC00015999-19,NCGC00015999-19",592
9076,CCCCNC(=O)NS(=O)(=O)c1ccc(C)cc1,270.35,C12H18N2O3S,NCGC00015999-19,NCATS,2,"NCGC00015999-19,NCGC00015999-19",592
919,Cl.OC(CCN1CCCCC1)(C1CCCCC1)c1ccccc1,337.93,C20H32ClNO,NCGC00016003-10,NCATS,1,NCGC00016003-10,593
9077,Cl.OC(CCN1CCCCC1)(C1CCCCC1)c1ccccc1,337.93,C20H32ClNO,NCGC00016003-10,NCATS,1,NCGC00016003-10,593
920,Cc1ccc(cc1)S(=O)(=O)NC(=O)NN1CCCCCC1,311.4,C14H21N3O3S,NCGC00016009-19,NCATS,2,"NCGC00016009-19,NCGC00016009-19",594
3344,Cc1ccc(cc1)S(=O)(=O)NC(=O)NN1CCCCCC1,311.4,C14H21N3O3S,NCGC00016009-19,NCATS,2,"NCGC00016009-19,NCGC00016009-19",594
9079,Cc1ccc(cc1)S(=O)(=O)NC(=O)NN1CCCCCC1,311.4,C14H21N3O3S,NCGC00016009-19,NCATS,2,"NCGC00016009-19,NCGC00016009-19",594
921,OS(O)(=O)=O.CC(C)(C)NCC(O)c1cc(O)cc(O)c1.CC(C)(C)NCC(O)c1cc(O)cc(O)c1,548.65,C24H40N2O10S,NCGC00016010-09,NCATS,2,"NCGC00016010-09,NCGC00016010-09",595
3345,OS(O)(=O)=O.CC(C)(C)NCC(O)c1cc(O)cc(O)c1.CC(C)(C)NCC(O)c1cc(O)cc(O)c1,548.65,C24H40N2O10S,NCGC00016010-09,NCATS,2,"NCGC00016010-09,NCGC00016010-09",595
9080,OS(O)(=O)=O.CC(C)(C)NCC(O)c1cc(O)cc(O)c1.CC(C)(C)NCC(O)c1cc(O)cc(O)c1,548.65,C24H40N2O10S,NCGC00016010-09,NCATS,2,"NCGC00016010-09,NCGC00016010-09",595
922,OC(=O)\\C=C/C(O)=O.CC(CN(C)C)CN1c2ccccc2CCc2ccccc12,410.51,C24H30N2O4,NCGC00016013-06,NCATS,1,NCGC00016013-06,596
9083,OC(=O)\\C=C/C(O)=O.CC(CN(C)C)CN1c2ccccc2CCc2ccccc12,410.51,C24H30N2O4,NCGC00016013-06,NCATS,1,NCGC00016013-06,596
924,C1CN=C(N1)C1CCCC2=C1C=CC=C2,200.28,C13H16N2,NCGC00016018-11,NCATS,1,Tetrahydrozoline,597
17584,C1CN=C(N1)C1CCCC2=CC=CC=C12,200.28,C13H16N2,Tetrahydrozoline,Manual_curated,1,NCGC00016018-11,597
925,CN1c2ncn(C)c2C(=O)NC1=O,180.17,C7H8N4O2,NCGC00016023-18,NCATS,2,"NCGC00016023-18,NCGC00016023-18",598
3349,CN1c2ncn(C)c2C(=O)NC1=O,180.17,C7H8N4O2,NCGC00016023-18,NCATS,2,"NCGC00016023-18,NCGC00016023-18",598
9088,CN1c2ncn(C)c2C(=O)NC1=O,180.17,C7H8N4O2,NCGC00016023-18,NCATS,2,"NCGC00016023-18,NCGC00016023-18",598
926,Cl.COC1=CC2=NC(=NC(N)=C2C=C1OC)N1CCN(CC1)C(=O)C1CCCO1,423.9,C19H26ClN5O4,NCGC00016026-10,NCATS,3,"NCGC00016026-10,NCGC00016026-10,NCGC00016026-10",599
2663,Cl.COC1=CC2=NC(=NC(N)=C2C=C1OC)N1CCN(CC1)C(=O)C1CCCO1,423.9,C19H26ClN5O4,NCGC00016026-10,NCATS,3,"NCGC00016026-10,NCGC00016026-10,NCGC00016026-10",599
3351,Cl.COC1=CC2=NC(=NC(N)=C2C=C1OC)N1CCN(CC1)C(=O)C1CCCO1,423.9,C19H26ClN5O4,NCGC00016026-10,NCATS,3,"NCGC00016026-10,NCGC00016026-10,NCGC00016026-10",599
9090,Cl.COC1=CC2=NC(=NC(N)=C2C=C1OC)N1CCN(CC1)C(=O)C1CCCO1,423.9,C19H26ClN5O4,NCGC00016026-10,NCATS,3,"NCGC00016026-10,NCGC00016026-10,NCGC00016026-10",599
929,Cl.Clc1cccc(c1)N1CCN(CCCN2N=C3C=CC=CN3C2=O)CC1,408.33,C19H23Cl2N5O,NCGC00016035-13,NCATS,2,"NCGC00016035-13,NCGC00016035-13",600
3356,Cl.Clc1cccc(c1)N1CCN(CCCN2N=C3C=CC=CN3C2=O)CC1,408.33,C19H23Cl2N5O,NCGC00016035-13,NCATS,2,"NCGC00016035-13,NCGC00016035-13",600
9095,Cl.Clc1cccc(c1)N1CCN(CCCN2N=C3C=CC=CN3C2=O)CC1,408.33,C19H23Cl2N5O,NCGC00016035-13,NCATS,2,"NCGC00016035-13,NCGC00016035-13",600
930,Cl.CCCCNc1ccc(cc1)C(=O)OCCN(C)C,300.83,C15H25ClN2O2,NCGC00016049-07,NCATS,2,"NCGC00016049-07,NCGC00016049-07",601
3359,Cl.CCCCNc1ccc(cc1)C(=O)OCCN(C)C,300.83,C15H25ClN2O2,NCGC00016049-07,NCATS,2,"NCGC00016049-07,NCGC00016049-07",601
9098,Cl.CCCCNc1ccc(cc1)C(=O)OCCN(C)C,300.83,C15H25ClN2O2,NCGC00016049-07,NCATS,2,"NCGC00016049-07,NCGC00016049-07",601
932,CCN(Cc1ccncc1)C(=O)C(CO)c1ccccc1,284.36,C17H20N2O2,NCGC00016065-11,NCATS,2,"NCGC00016065-11,NCGC00016065-11",602
3362,CCN(Cc1ccncc1)C(=O)C(CO)c1ccccc1,284.36,C17H20N2O2,NCGC00016065-11,NCATS,2,"NCGC00016065-11,NCGC00016065-11",602
9103,CCN(Cc1ccncc1)C(=O)C(CO)c1ccccc1,284.36,C17H20N2O2,NCGC00016065-11,NCATS,2,"NCGC00016065-11,NCGC00016065-11",602
933,Cl.COc1ccccc1N1CCN(CCCNC2=CC(=O)N(C)C(=O)N2C)CC1,423.94,C20H30ClN5O3,NCGC00016066-14,NCATS,2,"NCGC00016066-14,NCGC00016066-14",603
3363,Cl.COc1ccccc1N1CCN(CCCNC2=CC(=O)N(C)C(=O)N2C)CC1,423.94,C20H30ClN5O3,NCGC00016066-14,NCATS,2,"NCGC00016066-14,NCGC00016066-14",603
9104,Cl.COc1ccccc1N1CCN(CCCNC2=CC(=O)N(C)C(=O)N2C)CC1,423.94,C20H30ClN5O3,NCGC00016066-14,NCATS,2,"NCGC00016066-14,NCGC00016066-14",603
934,Brc1c(NC2=NCCN2)ccc2nccnc12,292.14,C11H10BrN5,NCGC00016069-13,NCATS,2,"NCGC00016069-13,NCGC00016069-13",604
3365,Brc1c(NC2=NCCN2)ccc2nccnc12,292.14,C11H10BrN5,NCGC00016069-13,NCATS,2,"NCGC00016069-13,NCGC00016069-13",604
9105,Brc1c(NC2=NCCN2)ccc2nccnc12,292.14,C11H10BrN5,NCGC00016069-13,NCATS,2,"NCGC00016069-13,NCGC00016069-13",604
