CdId,SMILES,Mol Weight,Formula,Source Identifier,Source,Overlap count,Overlap hits,GroupID
13460,CN(C)S(=O)(=O)N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1,444.93,C21H21ClN4O3S,MAT-POS-4223bc15-2,POSTera,0,NA,8562
13461,Clc1ccc2CN(CC(C(=O)Nc3cncc4ccccc34)c2c1)S(=O)(=O)C1CC1,441.93,C22H20ClN3O3S,MAT-POS-4223bc15-3,POSTera,0,NA,8563
13462,COCCS(=O)(=O)N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1,459.95,C22H22ClN3O4S,MAT-POS-4223bc15-4,POSTera,0,NA,8564
13463,OCCS(=O)(=O)N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1,445.92,C21H20ClN3O4S,MAT-POS-4223bc15-5,POSTera,0,NA,8565
13464,CCS(=O)(=O)N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1,429.92,C21H20ClN3O3S,MAT-POS-4223bc15-6,POSTera,0,NA,8566
13465,Clc1ccc2CN(CC(C(=O)Nc3cncc4ccccc34)c2c1)S(=O)(=O)C1COC1,457.93,C22H20ClN3O4S,MAT-POS-4223bc15-7,POSTera,0,NA,8567
13466,Clc1ccc2CN(CC(C(=O)Nc3cncc4ccccc34)c2c1)S(=O)(=O)C1CCOC1,471.96,C23H22ClN3O4S,MAT-POS-4223bc15-8,POSTera,0,NA,8568
13467,CC1CCN(C1)S(=O)(=O)N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1,485,C24H25ClN4O3S,MAT-POS-4223bc15-11,POSTera,0,NA,8569
13468,Clc1ccc2CN(CC(C(=O)Nc3cncc4ccccc34)c2c1)S(=O)(=O)CC1(CCC1)C#N,494.99,C25H23ClN4O3S,MAT-POS-4223bc15-12,POSTera,0,NA,8570
13469,Clc1ccc2CN(CC(C(=O)Nc3cncc4ccccc34)c2c1)S(=O)(=O)CC1CNC1,470.97,C23H23ClN4O3S,MAT-POS-4223bc15-14,POSTera,0,NA,8571
13470,Clc1ccc2CN(CC(C(=O)Nc3cncc4ccccc34)c2c1)S(=O)(=O)C1CNC1,456.95,C22H21ClN4O3S,MAT-POS-4223bc15-15,POSTera,0,NA,8572
13471,OCC1CCCN1S(=O)(=O)N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1,501,C24H25ClN4O4S,MAT-POS-4223bc15-16,POSTera,0,NA,8573
13472,Clc1ccc2CN(CC(C(=O)Nc3cncc4ccccc34)c2c1)C(=O)C1CC1,405.88,C23H20ClN3O2,MAT-POS-4223bc15-17,POSTera,0,NA,8574
13473,CN(C)C(=O)N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1,408.89,C22H21ClN4O2,MAT-POS-4223bc15-18,POSTera,0,NA,8575
13474,OC(=O)CN1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1,395.84,C21H18ClN3O3,MAT-POS-4223bc15-21,POSTera,0,NA,8576
13475,COC(=O)CN1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1,409.87,C22H20ClN3O3,MAT-POS-4223bc15-22,POSTera,0,NA,8577
13476,CNC(=O)CN1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1,408.89,C22H21ClN4O2,MAT-POS-4223bc15-23,POSTera,0,NA,8578
13477,CN(C)C(=O)CN1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1,422.91,C23H23ClN4O2,MAT-POS-4223bc15-24,POSTera,0,NA,8579
13478,NC(=O)CN1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1,394.86,C21H19ClN4O2,MAT-POS-4223bc15-25,POSTera,0,NA,8580
13479,FC(F)(F)CN1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1,419.83,C21H17ClF3N3O,MAT-POS-4223bc15-26,POSTera,0,NA,8581
13480,COCCN1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1,395.89,C22H22ClN3O2,MAT-POS-4223bc15-28,POSTera,0,NA,8582
13481,Clc1ccc2CN(CC(C(=O)Nc3cncc4ccccc34)c2c1)S(=O)(=O)c1ncc[nH]1,467.93,C22H18ClN5O3S,MAT-POS-4223bc15-30,POSTera,0,NA,8583
13482,Cn1ncc(n1)S(=O)(=O)N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1,482.94,C22H19ClN6O3S,MAT-POS-4223bc15-31,POSTera,0,NA,8584
13483,Clc1ccc2CN(CC(C(=O)Nc3cncc4ccccc34)c2c1)C(=O)CC#N,404.85,C22H17ClN4O2,MAT-POS-4223bc15-33,POSTera,0,NA,8585
13484,Clc1ccc2CN(CC(C(=O)Nc3cncc4ccccc34)c2c1)C(=O)c1cnco1,432.86,C23H17ClN4O3,MAT-POS-4223bc15-36,POSTera,0,NA,8586
13485,Cn1nncc1C(=O)N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1,446.9,C23H19ClN6O2,MAT-POS-4223bc15-37,POSTera,0,NA,8587
13486,Clc1ccc2CN(CC(C(=O)Nc3cncc4ccccc34)c2c1)C(=O)c1ncco1,432.86,C23H17ClN4O3,MAT-POS-4223bc15-38,POSTera,0,NA,8588
13487,Cc1nocc1C(=O)N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1,446.89,C24H19ClN4O3,MAT-POS-4223bc15-39,POSTera,0,NA,8589
13488,Cn1nccc1C(=O)N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1,445.91,C24H20ClN5O2,MAT-POS-4223bc15-40,POSTera,0,NA,8590
13489,Cn1cncc1C(=O)N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1,445.91,C24H20ClN5O2,MAT-POS-4223bc15-41,POSTera,0,NA,8591
13490,CS(=O)(=O)NCC1(CCOc2ccc(Cl)cc12)C(=O)Nc1cncc2ccccc12,445.92,C21H20ClN3O4S,MAT-POS-e6dd326d-4,POSTera,0,NA,8592
13491,CN(C)S(=O)(=O)NCC1(CCOc2ccc(Cl)cc12)C(=O)Nc1cncc2ccccc12,474.96,C22H23ClN4O4S,MAT-POS-e6dd326d-5,POSTera,0,NA,8593
13492,COC(=O)NCC1(CCOc2ccc(Cl)cc12)C(=O)Nc1cncc2ccccc12,425.87,C22H20ClN3O4,MAT-POS-e6dd326d-6,POSTera,0,NA,8594
13493,Clc1ccc2OCCC(CNC(=O)C=C)(C(=O)Nc3cncc4ccccc34)c2c1,421.88,C23H20ClN3O3,MAT-POS-e6dd326d-8,POSTera,0,NA,8595
13494,CC(=O)NCC1(CCOc2ccc(Cl)cc12)C(=O)Nc1cncc2ccccc12,409.87,C22H20ClN3O3,MAT-POS-e6dd326d-9,POSTera,0,NA,8596
13495,CN(C)C(=O)CNCC1(CCOc2ccc(Cl)cc12)C(=O)Nc1cncc2ccccc12,452.94,C24H25ClN4O3,MAT-POS-e6dd326d-13,POSTera,0,NA,8597
13496,COc1ccc2cncc(NC(=O)C3(CCOc4ccc(Cl)cc34)OC)c2c1,398.84,C21H19ClN2O4,MAT-POS-96f51285-1,POSTera,0,NA,8598
13497,COC1(CCOc2ccc(Cl)cc12)C(=O)Nc1cncc2ccc(cc12)S(C)(=O)=O,446.9,C21H19ClN2O5S,MAT-POS-96f51285-2,POSTera,0,NA,8599
13498,COc1ccc2cncc(NC(=O)C3CCOc4cc(F)c(Cl)cc34)c2c1,386.81,C20H16ClFN2O3,MAT-POS-96f51285-3,POSTera,0,NA,8600
13499,CS(=O)(=O)c1ccc2cncc(NC(=O)C3CCOc4cc(F)c(Cl)cc34)c2c1,434.87,C20H16ClFN2O4S,MAT-POS-96f51285-4,POSTera,0,NA,8601
13500,Fc1ccc2cncc(NC(=O)C3CCOc4cc(F)c(Cl)cc34)c2c1,374.77,C19H13ClF2N2O2,MAT-POS-96f51285-5,POSTera,0,NA,8602
13501,COc1ccc2cncc(NC(=O)C3CCNc4cc(Cl)c(Cl)cc34)c2c1,402.28,C20H17Cl2N3O2,MAT-POS-96f51285-6,POSTera,0,NA,8603
13502,COC(=O)N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1,395.84,C21H18ClN3O3,RAL-THA-6e4c80cf-1,POSTera,0,NA,8604
13503,CCOC(=O)N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1,409.87,C22H20ClN3O3,RAL-THA-6e4c80cf-2,POSTera,0,NA,8605
13504,CNCC1(CCOc2ccc(Cl)cc12)C(=O)Nc1cncc2ccccc12,381.86,C21H20ClN3O2,MAT-POS-45b13633-2,POSTera,0,NA,8606
13505,CN(C)CC1(CCOc2ccc(Cl)cc12)C(=O)Nc1cncc2ccccc12,395.89,C22H22ClN3O2,MAT-POS-45b13633-3,POSTera,0,NA,8607
13506,NS(=O)(=O)c1ccc(CNC[C@]2(CCOc3ccc(Cl)cc23)C(=O)Nc2cncc3ccccc23)cc1F,555.02,C27H24ClFN4O4S,KAD-UNI-b13decd3-4,POSTera,0,NA,8608
13507,CNC(=O)COCC1(CCOc2ccc(Cl)cc12)C(=O)Nc1cncc2ccccc12,439.9,C23H22ClN3O4,ALP-POS-9c80c481-1,POSTera,0,NA,8609
13508,OC(=O)CCc1cc2OCOc2cc1S(=O)(=O)N1CCN(CC1)c1ccccc1,418.46,C20H22N2O6S,ROD-UFR-87309d29-1,POSTera,0,NA,8610
13509,CCCc1cc2OCOc2cc1S(=O)(=O)N1CCN(CC1)c1ncccn1,390.46,C18H22N4O4S,ROD-UFR-7c6582a7-1,POSTera,0,NA,8611
13510,CCCc1cc2OCOc2cc1S(=O)(=O)N1CCN(CC1)c1cccc(Cl)c1Cl,457.37,C20H22Cl2N2O4S,ROD-UFR-0ea09143-1,POSTera,0,NA,8612
13511,CCCc1cc2OCOc2cc1S(=O)(=O)N1CCN(CC1)c1ccccc1OC,418.51,C21H26N2O5S,ROD-UFR-d5063330-1,POSTera,0,NA,8613
13512,Cc1cc2OCOc2cc1S(=O)(=O)N1CCN(CC1)c1ccccc1,360.43,C18H20N2O4S,ROD-UFR-9b69e111-1,POSTera,0,NA,8614
13513,CNS(=O)(=O)c1cc2OCOc2cc1OCc1ccccc1,321.35,C15H15NO5S,ROD-UFR-d767f115-1,POSTera,0,NA,8615
13514,O=S(=O)(Nc1ccccc1)c1cc2OCOc2cc1OCc1ccccc1,383.42,C20H17NO5S,ROD-UFR-86d8d6a3-1,POSTera,0,NA,8616
13515,O=S(=O)(Nc1cc2OCOc2cc1OCc1ccccc1)c1ccccc1,383.42,C20H17NO5S,ROD-UFR-74bef589-1,POSTera,0,NA,8617
13516,O=S(=O)(N1CCOCC1)c1cc2OCOc2cc1OCc1ccccc1,377.41,C18H19NO6S,ROD-UFR-93b30032-1,POSTera,0,NA,8618
13517,Clc1cccc(CC(=O)Nc2cncc3cc(ccc23)C#N)c1,321.76,C18H12ClN3O,PET-UNK-6314f867-2,POSTera,0,NA,8619
13518,CNS(=O)(=O)c1cc(CNC[C@]2(CCOc3ccc(Cl)cc23)C(=O)Nc2cncc3ccccc23)ccc1F,569.05,C28H26ClFN4O4S,KAD-UNI-cb0f2bbc-23,POSTera,0,NA,8620
13519,CO[C@@]1(CCOc2cc(F)c(Cl)cc12)C(=O)Nc1cncc2ccccc12,386.81,C20H16ClFN2O3,MAT-POS-993cdc78-1,POSTera,0,NA,8621
13520,CO[C@]1(CCOc2cc(F)c(Cl)cc12)C(=O)Nc1cncc2ccccc12,386.81,C20H16ClFN2O3,MAT-POS-993cdc78-2,POSTera,0,NA,8622
13521,OC(=O)CC1(CCOc2ccc(Cl)cc12)C(=O)Nc1cncc2ccccc12,396.83,C21H17ClN2O4,RAL-THA-58fba2bc-1,POSTera,0,NA,8623
13522,CC(C)(C)c1ccc(cc1)N(C(C(=O)NCCc1cccc(F)c1)c1cc(=O)[nH]c2ccccc12)C(=O)c1cocn1,566.63,C33H31FN4O4,ALP-POS-d9b6304e-1,POSTera,0,NA,8624
13523,Clc1ccc2CNC[C@@H](C(=O)Nc3cncc4ccccc34)c2c1,337.81,C19H16ClN3O,MAT-POS-3ccb8ef6-1,POSTera,0,NA,8625
13524,Clc1ccc2CNC[C@H](C(=O)Nc3cncc4ccccc34)c2c1,337.81,C19H16ClN3O,MAT-POS-3ccb8ef6-2,POSTera,0,NA,8626
13525,Clc1cc(OCc2ccccn2)c2OCCC(C(=O)Nc3cncc4ccccc34)c2c1,445.9,C25H20ClN3O3,MAT-POS-5369c344-5,POSTera,0,NA,8627
13526,Clc1cc(OCc2cccnc2)c2OCCC(C(=O)Nc3cncc4ccccc34)c2c1,445.9,C25H20ClN3O3,MAT-POS-5369c344-6,POSTera,0,NA,8628
13527,Clc1cc(OCc2ccncc2)c2OCCC(C(=O)Nc3cncc4ccccc34)c2c1,445.9,C25H20ClN3O3,MAT-POS-5369c344-7,POSTera,0,NA,8629
13528,Cc1ccc2cncc(NC(=O)Cc3cccc(Cl)c3)c2c1,310.78,C18H15ClN2O,RUB-POS-1325a9ea-4,POSTera,0,NA,8630
13529,Cc1cccc2c(NC(=O)Cc3cccc(Cl)c3)cncc12,310.78,C18H15ClN2O,RUB-POS-1325a9ea-5,POSTera,0,NA,8631
13530,Clc1cccc(CC(=O)NC2C(=O)NCc3ccccc23)c1,314.77,C17H15ClN2O2,RUB-POS-1325a9ea-7,POSTera,0,NA,8632
13531,Clc1cccc(CC(=O)Nc2cncc3cn[nH]c23)c1,286.72,C14H11ClN4O,RUB-POS-1325a9ea-12,POSTera,0,NA,8633
13532,Clc1cccc(CC(=O)Nc2cncc3[nH]ncc23)c1,286.72,C14H11ClN4O,RUB-POS-1325a9ea-13,POSTera,0,NA,8634
13533,Cn1ncc2cncc(NC(=O)Cc3cccc(Cl)c3)c12,300.75,C15H13ClN4O,RUB-POS-1325a9ea-14,POSTera,0,NA,8635
13534,Cn1ncc2c(NC(=O)Cc3cccc(Cl)c3)cncc12,300.75,C15H13ClN4O,RUB-POS-1325a9ea-15,POSTera,0,NA,8636
13535,Clc1cccc(CC(=O)NC2COCc3ccccc23)c1,301.77,C17H16ClNO2,RUB-POS-1325a9ea-20,POSTera,0,NA,8637
13536,Clc1cccc(CC(=O)NC2CS(=O)(=O)Cc3ccccc23)c1,349.83,C17H16ClNO3S,RUB-POS-1325a9ea-21,POSTera,0,NA,8638
13537,Clc1cccc(CC(=O)NC2=NC(=O)c3ccccc23)c1,298.73,C16H11ClN2O2,RUB-POS-1325a9ea-22,POSTera,0,NA,8639
13538,CC1(C)Nc2ccccc2C1NC(=O)Cc1cccc(Cl)c1,314.81,C18H19ClN2O,RUB-POS-1325a9ea-24,POSTera,0,NA,8640
13539,Clc1cccc(CC(=O)Nc2noc3ncccc23)c1,287.7,C14H10ClN3O2,JIN-POS-6dc588a4-2,POSTera,0,NA,8641
13540,COc1ccncc1NC(=O)Cc1cccc(Cl)c1,276.72,C14H13ClN2O2,JIN-POS-6dc588a4-3,POSTera,0,NA,8642
13541,Clc1cccc(CC(=O)Nc2c[nH]c3ccccc23)c1,284.74,C16H13ClN2O,JIN-POS-6dc588a4-5,POSTera,0,NA,8643
13542,CC(C)(C)Oc1ccncc1NC(=O)Cc1cccc(Cl)c1,318.8,C17H19ClN2O2,JIN-POS-6dc588a4-6,POSTera,0,NA,8644
13543,Clc1cccc(CC(=O)Nc2ncnc3ccccc23)c1,297.74,C16H12ClN3O,JIN-POS-6dc588a4-7,POSTera,0,NA,8645
13544,Clc1cccc(CC(=O)Nc2noc3ccccc23)c1,286.72,C15H11ClN2O2,JIN-POS-6dc588a4-8,POSTera,0,NA,8646
13545,Clc1cccc(CC(=O)Nc2cnn3ccccc23)c1,285.73,C15H12ClN3O,JIN-POS-6dc588a4-9,POSTera,0,NA,8647
13546,Clc1cccc(CC(=O)Nc2cncc3nccnc23)c1,298.73,C15H11ClN4O,JIN-POS-6dc588a4-10,POSTera,0,NA,8648
13547,Fc1ccc2c(NC(=O)Cc3cccc(Cl)c3)cncc2c1,314.74,C17H12ClFN2O,JIN-POS-6dc588a4-11,POSTera,0,NA,8649
13548,Clc1cccc(CC(=O)Nc2cncc3[nH]ccc23)c1,285.73,C15H12ClN3O,JIN-POS-6dc588a4-12,POSTera,0,NA,8650
13549,Fc1cccc2c(NC(=O)Cc3cccc(Cl)c3)cncc12,314.74,C17H12ClFN2O,JIN-POS-6dc588a4-13,POSTera,0,NA,8651
13550,Clc1cccc(CC(=O)Nc2cncc3cc[nH]c23)c1,285.73,C15H12ClN3O,JIN-POS-6dc588a4-14,POSTera,0,NA,8652
13551,Clc1cccc(CC(=O)Nc2cncc3CCCNc23)c1,301.77,C16H16ClN3O,JIN-POS-6dc588a4-20,POSTera,0,NA,8653
13552,Oc1cnc2ccccc2c1NC(=O)Cc1cccc(Cl)c1,312.75,C17H13ClN2O2,JIN-POS-6dc588a4-21,POSTera,0,NA,8654
13553,Clc1cccc(CC(=O)Nc2cncc3sccc23)c1,302.78,C15H11ClN2OS,JIN-POS-6dc588a4-22,POSTera,0,NA,8655
13554,COc1ncc(NC(=O)Cc2cccc(Cl)c2)c2ccccc12,326.78,C18H15ClN2O2,JIN-POS-6dc588a4-23,POSTera,0,NA,8656
13555,Clc1cccc(CC(=O)Nc2cnc(C#N)c3ccccc23)c1,321.76,C18H12ClN3O,JIN-POS-6dc588a4-24,POSTera,0,NA,8657
13556,CC(C)(C)c1ccc(cc1)N(C(C(=O)NCCc1nnn[nH]1)c1cccnc1)C(=O)c1cocn1,474.52,C24H26N8O3,ALP-POS-42f3de95-1,POSTera,0,NA,8658
13557,CC(C)(C)c1ccc(cc1)N(C(C(=O)NCCc1c[nH]cn1)c1cccnc1)C(=O)c1cocn1,472.55,C26H28N6O3,ALP-POS-42f3de95-2,POSTera,0,NA,8659
13558,CC(C)(C)c1ccc(cc1)N(C(C(=O)N1CCC(CC1)c1cccc(F)c1)c1cccnc1)C(=O)c1cocn1,540.64,C32H33FN4O3,ALP-POS-42f3de95-3,POSTera,0,NA,8660
13559,CC(C)(C)c1ccc(cc1)N(C(C(=O)NCCc1cccc(F)c1)c1cccnc1)C(=O)c1ccns1,516.64,C29H29FN4O2S,ALP-POS-95f71980-2,POSTera,0,NA,8661
13560,Cc1cnnn1-c1ccc(cc1)N(C(C(=O)NCCc1cccc(F)c1)c1cccnc1)C(=O)c1cocn1,525.54,C28H24FN7O3,ALP-POS-95f71980-3,POSTera,0,NA,8662
13561,CC(C)(C)c1ccc(cc1)N(C(C(=O)NCCc1cccc(F)c1)c1cccnc1)C(=O)c1ccon1,500.57,C29H29FN4O3,ALP-POS-95f71980-4,POSTera,0,NA,8663
13562,CC(C)(C)c1ccc(cc1)N(C(C(=O)NCCc1cccc(F)c1)c1cccnc1)C(=O)c1ccc(O)c(=O)o1,543.6,C31H30FN3O5,ALP-POS-95f71980-6,POSTera,0,NA,8664
13563,Fc1cccc(CCNC(=O)C(N(C(=O)c2cocn2)c2ccc(cc2)N2CCCC2=O)c2cccnc2)c1,527.56,C29H26FN5O4,ALP-POS-95f71980-10,POSTera,0,NA,8665
13564,CC(C)(C)c1ccc(cc1)N(C(C(=O)NCCc1cccc(F)c1)c1cccnc1)C(=O)c1coc(CS(C)(=O)=O)n1,592.69,C31H33FN4O5S,ALP-POS-95f71980-11,POSTera,0,NA,8666
13565,CC(C)(C)c1cnc(o1)N(C(C(=O)NCCc1cccc(F)c1)c1cccnc1)C(=O)c1cocn1,491.52,C26H26FN5O4,ALP-POS-95f71980-14,POSTera,0,NA,8667
13566,CN1CCCN(C1=O)c1ccc(cc1)N(C(C(=O)NCCc1cccc(F)c1)c1cccnc1)C(=O)c1cocn1,556.6,C30H29FN6O4,ALP-POS-95f71980-15,POSTera,0,NA,8668
13567,CC(C)(C)c1cc(no1)N(C(C(=O)NCCc1cccc(F)c1)c1cccnc1)C(=O)c1cocn1,491.52,C26H26FN5O4,ALP-POS-95f71980-16,POSTera,0,NA,8669
13568,CC(C)(C)c1ccc(cc1)N(C(C(=O)NCCc1cccc(F)c1)c1cccnc1)C(=O)c1cc(O)cc(=O)o1,543.6,C31H30FN3O5,ALP-POS-95f71980-18,POSTera,0,NA,8670
13569,CC(C)(C)c1ccc(cc1)N(C(C(=O)NCCc1cccc(F)c1)c1cccnc1)C(=O)c1ccnc(n1)N1CCOCC1,596.71,C34H37FN6O3,ALP-POS-95f71980-19,POSTera,0,NA,8671
13570,CC(C)(C)c1ccc(cc1)N(C(C(=O)NCCc1cccc(F)c1)c1cccnc1)C(=O)c1ccno1,500.57,C29H29FN4O3,ALP-POS-95f71980-21,POSTera,0,NA,8672
13571,CC(C)(C)c1ccc(cc1)N(C(C(=O)NCCc1cccc(F)c1)c1cccnc1)C(=O)c1nnn[nH]1,501.57,C27H28FN7O2,ALP-POS-95f71980-22,POSTera,0,NA,8673
13572,CC(C)(C)c1ccc(cc1)N(C(C(=O)NCCc1cccc(F)c1)c1cccnc1)C(=O)c1cscn1,516.64,C29H29FN4O2S,ALP-POS-95f71980-23,POSTera,0,NA,8674
13573,CC(C)(C)c1ccc(cc1)N(C(C(=O)NCCc1cccc(F)c1)c1cccnc1)C(=O)c1cnsn1,517.62,C28H28FN5O2S,ALP-POS-95f71980-24,POSTera,0,NA,8675
13574,CC(C)(C)c1ccc(cc1)N(C(C(=O)NCCc1cccc(F)c1)c1cccnc1)C(=O)c1cnon1,501.56,C28H28FN5O3,ALP-POS-95f71980-25,POSTera,0,NA,8676
13575,Fc1cccc(CCNC(=O)C(N(C(=O)c2cocn2)c2cnn(c2)-c2ccccc2)c2cccnc2)c1,510.53,C28H23FN6O3,ALP-POS-95f71980-26,POSTera,0,NA,8677
13576,Fc1cccc(CCNC(=O)C(N(C(=O)c2cocn2)c2ccc(cc2)C2CC(=O)NC(=O)C2)c2cccnc2)c1,555.57,C30H26FN5O5,ALP-POS-95f71980-27,POSTera,0,NA,8678
13577,Fc1cccc(CCNC(=O)C(N(C(=O)c2cocn2)c2ccc(cc2)N2CCCS2(=O)=O)c2cccnc2)c1,563.6,C28H26FN5O5S,ALP-POS-95f71980-28,POSTera,0,NA,8679
13578,Cc1nnn(n1)-c1ccc(cc1)N(C(C(=O)NCCc1cccc(F)c1)c1cccnc1)C(=O)c1cocn1,526.53,C27H23FN8O3,ALP-POS-95f71980-33,POSTera,0,NA,8680
13579,Fc1cccc(CCNC(=O)C(N(C(=O)c2cocn2)c2ccc(cc2)C2CCC(=O)N2)c2cccnc2)c1,527.56,C29H26FN5O4,ALP-POS-95f71980-34,POSTera,0,NA,8681
13580,Fc1cccc(CCNC(=O)C(N(C(=O)c2cocn2)c2ccc(cc2)-n2cc[nH]c2=O)c2cccnc2)c1,526.53,C28H23FN6O4,ALP-POS-95f71980-35,POSTera,0,NA,8682
13581,CC(C)(c1ccc(cc1)N(C(C(=O)NCCc1cccc(F)c1)c1cccnc1)C(=O)c1cocn1)S(C)(=O)=O,564.63,C29H29FN4O5S,ALP-POS-95f71980-36,POSTera,0,NA,8683
13582,CC(C)(O)c1cccc(c1)N(C(C(=O)NCCc1cccc(F)c1)c1cccnc1)C(=O)c1cocn1,502.55,C28H27FN4O4,ALP-POS-95f71980-37,POSTera,0,NA,8684
13583,Fc1cccc(CCNC(=O)C(N(C(=O)c2cocn2)c2ccc(cc2)-c2nnc3CCCn23)c2cccnc2)c1,551.58,C30H26FN7O3,ALP-POS-95f71980-38,POSTera,0,NA,8685
13584,FC(F)(F)CN1CCOCC1C(=O)NCC1(CCOc2ccc(Cl)cc12)C(=O)Nc1cncc2ccccc12,562.97,C27H26ClF3N4O4,MAT-POS-932d1078-1,POSTera,0,NA,8686
13585,CO[C@@]1(CCOc2c(F)cc(F)cc12)C(=O)Nc1cncc2ccccc12,370.36,C20H16F2N2O3,MAT-POS-932d1078-2,POSTera,0,NA,8687
13586,CO[C@]1(CCOc2c(F)cc(F)cc12)C(=O)Nc1cncc2ccccc12,370.36,C20H16F2N2O3,MAT-POS-932d1078-3,POSTera,0,NA,8688
13587,COC[C@@]1(CCOc2cc(Cl)c(Cl)cc12)C(=O)Nc1cncc2ccccc12,417.29,C21H18Cl2N2O3,MAT-POS-932d1078-4,POSTera,0,NA,8689
13588,COC[C@]1(CCOc2cc(Cl)c(Cl)cc12)C(=O)Nc1cncc2ccccc12,417.29,C21H18Cl2N2O3,MAT-POS-932d1078-5,POSTera,0,NA,8690
13590,CC(C)C(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)n1cc\\c(=N\\O)[nH]c1=O,329.31,C13H19N3O7,MAT-POS-932d1078-7,POSTera,0,NA,8691
13591,Clc1ccc2C(CCOc2c1)C(=O)N(Cc1c[nH]c(=O)[nH]c1=O)c1cncc2ccccc12,462.89,C24H19ClN4O4,ALP-POS-6d96567b-2,POSTera,0,NA,8692
13592,Clc1ccc2c(OCCC2(CNc2c[nH]c(=O)[nH]c2=O)C(=O)Nc2cncc3ccccc23)c1,477.91,C24H20ClN5O4,ALP-POS-a0a4abd7-1,POSTera,0,NA,8693
13593,Clc1cc2NCCC(C(=O)Nc3cnccc3C3CC3)c2cc1Cl,362.25,C18H17Cl2N3O,ALP-UNI-8d415491-1,POSTera,0,NA,8694
13594,Clc1cc2NCCC(C(=O)Nc3cncc4CCCCc34)c2cc1Cl,376.28,C19H19Cl2N3O,ALP-UNI-8d415491-2,POSTera,0,NA,8695
13595,Clc1cc2NCCC(C(=O)Nc3cncc4cnccc34)c2cc1Cl,373.24,C18H14Cl2N4O,ALP-UNI-8d415491-3,POSTera,0,NA,8696
13596,Clc1cc2NCCC(C(=O)Nc3cncc4ccncc34)c2cc1Cl,373.24,C18H14Cl2N4O,ALP-UNI-8d415491-4,POSTera,0,NA,8697
13597,CS(=O)(=O)c1ccc2cncc(NC(=O)C3CCNc4cc(Cl)c(Cl)cc34)c2c1,450.33,C20H17Cl2N3O3S,ALP-UNI-8d415491-5,POSTera,0,NA,8698
13598,Fc1ccc2cncc(NC(=O)C3CCNc4cc(Cl)c(Cl)cc34)c2c1,390.24,C19H14Cl2FN3O,ALP-UNI-8d415491-6,POSTera,0,NA,8699
13599,Clc1cccc(c1)C(NC(=O)COCC(=O)N1CCCC1)C(=O)Nc1cncc2ccccc12,480.95,C25H25ClN4O4,EDJ-MED-cf4b0d25-1,POSTera,0,NA,8700
13600,Clc1cccc(c1)C(NC[C@@H]1CC[C@@H](O1)C(=O)N1CCCC1)C(=O)Nc1cncc2ccccc12,493,C27H29ClN4O3,EDJ-MED-cf4b0d25-2,POSTera,0,NA,8701
13601,Clc1cccc(c1)C(NC(=O)[C@@H]1CCCO1)C(=O)Nc1cncc2ccccc12,409.87,C22H20ClN3O3,EDJ-MED-cf4b0d25-3,POSTera,0,NA,8702
13602,CC(=O)NC(C(=O)Nc1cncc2ccccc12)c1cccc(Cl)c1,353.81,C19H16ClN3O2,EDJ-MED-cf4b0d25-4,POSTera,0,NA,8703
13603,CN(C)C(=O)COCC(=O)NC(C(=O)Nc1cncc2ccccc12)c1cccc(Cl)c1,454.91,C23H23ClN4O4,EDJ-MED-cf4b0d25-5,POSTera,0,NA,8704
13604,Clc1cccc2C(COCc12)C(=O)Nc1cncc2ccccc12,338.79,C19H15ClN2O2,ALP-UNI-c3ef0aba-1,POSTera,0,NA,8705
13605,CC(C)(C)c1ccc(cc1)N(C(C(=O)NCCc1cccc(F)c1)c1cccnc1)C(=O)CCC#N,486.59,C29H31FN4O2,ALP-UNI-c3ef0aba-3,POSTera,0,NA,8706
